order	family	genus	species	binomial	bmass	blength	homerangekm2	homerangeindkm2	popdens.n-km2	gr_area-km2	gr_maxlat-dd
Rodentia	Muridae	Rattus	verecundus	Rattus verecundus	97.02	142.51	0.001058952	0.0015	-999	246219.16	-1.26
Lagomorpha	Ochotonidae	Ochotona	curzoniae	Ochotona curzoniae	159.47	170	0.001073894	0.001007503	19000	2326434.58	40.59
Soricomorpha	Soricidae	Sorex	minutus	Sorex minutus	4.32	57.11	0.001079653	0.001406949	849.99	15353848.14	72.94
Rodentia	Sciuridae	Spermophilus	columbianus	Spermophilus columbianus	470.94	295.97	0.001090594	0.001171326	2894.51	531930.5	55.15
Rodentia	Cricetidae	Neotoma	lepida	Neotoma lepida	143.88	163.73	0.001105651	0.001406926	674.58	984444	44.14
Lagomorpha	Ochotonidae	Ochotona	princeps	Ochotona princeps	157.63	190	0.001114724	0.001366521	774.59	1346175.96	54.58
Rodentia	Cricetidae	Peromyscus	californicus	Peromyscus californicus	42.68	116	0.001126808	0.001215944	3706.83	158708.41	38.11
Rodentia	Cricetidae	Microtus	oeconomus	Microtus oeconomus	33.1	116.04	0.001176411	0.001500364	3985.97	19309332.16	73.45
Rodentia	Cricetidae	Myodes	californicus	Myodes californicus	18.3	98.67	0.001246353	0.001169301	434.02	200498.37	46.22
Rodentia	Muridae	Apodemus	flavicollis	Apodemus flavicollis	31.6	103.12	0.001253831	0.001595483	1770	5559055.33	65.85
Rodentia	Nesomyidae	Saccostomus	mearnsi	Saccostomus mearnsi	64.91	-999	0.001303656	0.001199428	3611.61	497929.52	7.01
Rodentia	Muridae	Otomys	irroratus	Otomys irroratus	114.45	163.48	0.001303714	0.001309824	3004.04	788942.43	-17.1
Rodentia	Cricetidae	Reithrodontomys	fulvescens	Reithrodontomys fulvescens	11.55	66.99	0.001343843	0.001713903	639.1	2462274.78	37.62
Rodentia	Aplodontiidae	Aplodontia	rufa	Aplodontia rufa	806.21	306.95	0.001352133	0.001686246	778.39	245595.72	50.14
Rodentia	Muridae	Tatera	indica	Tatera indica	138.28	-999	0.001368298	0.001745092	-999	4186319.43	35.84
Rodentia	Sciuridae	Funambulus	pennantii	Funambulus pennantii	102.49	-999	0.001374507	0.001522961	-999	2692844.28	34.3
Didelphimorphia	Didelphidae	Lutreolina	crassicaudata	Lutreolina crassicaudata	554.77	324.99	0.001430339	0.001877347	-999	1895557.08	10.22
Soricomorpha	Soricidae	Cryptotis	parva	Cryptotis parva	4.97	67.99	0.001442322	0.001724648	493.99	4102791.8	44.5
Rodentia	Bathyergidae	Cryptomys	hottentotus	Cryptomys hottentotus	75.13	-999	0.001455832	0.001582	816.08	3174641.7	-3.6
Rodentia	Heteromyidae	Liomys	salvini	Liomys salvini	41.99	107.97	0.001470548	0.00172044	574.02	163721.17	16.45
Rodentia	Gliridae	Glis	glis	Glis glis	128.09	167.08	0.001479636	0.001244034	3000	3545668.83	56.54
Rodentia	Sciuridae	Tamias	sibiricus	Tamias sibiricus	94.16	148.7	0.001508451	0.001415195	-999	13733700.42	70.38
Rodentia	Cricetidae	Neotomodon	alstoni	Neotomodon alstoni	44.64	115.16	0.001524967	0.001315443	3379.42	47683.5	19.96
Rodentia	Muridae	Batomys	granti	Batomys granti	169.53	204	0.001546275	0.001425879	383.46	731.71	16.94
Soricomorpha	Talpidae	Galemys	pyrenaicus	Galemys pyrenaicus	60.17	125	0.001551623	0.001393636	4.18	171300.87	43.77
Didelphimorphia	Didelphidae	Marmosa	robinsoni	Marmosa robinsoni	60.57	150.12	0.00155313	0.0022	189.03	704865.99	17.44
Rodentia	Cricetidae	Nectomys	squamipes	Nectomys squamipes	184.98	182.42	0.00155313	0.0022	212.58	-999	-999
Rodentia	Heteromyidae	Perognathus	parvus	Perognathus parvus	21.56	81.57	0.001580096	0.001847215	2738.17	922062.88	50.98
Rodentia	Muridae	Lophuromys	sikapusi	Lophuromys sikapusi	62.72	118.07	0.001594146	0.001906189	213	-999	-999
Rodentia	Muridae	Praomys	tullbergi	Praomys tullbergi	37.1	101.58	0.001625591	0.002073237	1739.53	1062893.48	13.51
Rodentia	Cricetidae	Sigmodon	ochrognathus	Sigmodon ochrognathus	122	151.14	0.001664175	0.00211764	-999	418072.23	33.9
Rodentia	Cricetidae	Reithrodontomys	raviventris	Reithrodontomys raviventris	10.95	70.91	0.001664605	0.001561695	-999	32.04	38.2
Rodentia	Echimyidae	Dactylomys	dactylinus	Dactylomys dactylinus	649.98	285.02	0.001669342	0.001855271	-999	2786239.5	4.06
Rodentia	Echimyidae	Proechimys	semispinosus	Proechimys semispinosus	353.32	229.31	0.001730355	0.001595626	754.53	211449.22	15.99
Soricomorpha	Soricidae	Sorex	monticolus	Sorex monticolus	6.92	-999	0.001737053	0.001660881	1200	4492367.53	69.39
Rodentia	Heteromyidae	Dipodomys	merriami	Dipodomys merriami	37.91	98.54	0.001745298	0.00210202	373.61	1420055.67	40.38
Rodentia	Cricetidae	Neotoma	fuscipes	Neotoma fuscipes	213.26	207.38	0.001759369	0.001857575	1700	-999	-999
Rodentia	Cricetidae	Neotoma	floridana	Neotoma floridana	249.16	212.67	0.001763588	0.001944402	273.98	-999	-999
Rodentia	Sciuridae	Cynomys	ludovicianus	Cynomys ludovicianus	797.05	294.04	0.001787394	0.002137265	1830	1823313.42	49.39
Soricomorpha	Talpidae	Urotrichus	talpoides	Urotrichus talpoides	18.2	89.99	0.001791593	0.00217889	4999.99	284142.56	41.54
Rodentia	Cricetidae	Peromyscus	attwateri	Peromyscus attwateri	27.9	-999	0.00180695	0.001815418	296.52	454032.48	37.64
Rodentia	Dipodidae	Zapus	hudsonius	Zapus hudsonius	18.43	85.89	0.00185499	0.002280076	882	8541120.18	65.02
Erinaceomorpha	Erinaceidae	Hylomys	suillus	Hylomys suillus	57.61	132.49	0.001894621	0.001838633	156.67	1564335	25.7
Rodentia	Heteromyidae	Perognathus	flavus	Perognathus flavus	7.97	59.6	0.001896819	0.002037232	150	1564512.87	43.48
Rodentia	Sciuridae	Spermophilus	elegans	Spermophilus elegans	324.45	-999	0.00191853	0.00205123	2834.47	272232.06	47.7
Rodentia	Dipodidae	Zapus	princeps	Zapus princeps	27.2	94.06	0.001944219	0.002479607	292.3	3361363.77	62.26
Primates	Lepilemuridae	Lepilemur	leucopus	Lepilemur leucopus	599.99	-999	0.001998666	0.002141759	504.99	22985.68	-23.51
Rodentia	Muridae	Pseudomys	higginsi	Pseudomys higginsi	63.16	128.84	0.002011653	0.002155674	520	42390.86	-40.74
Rodentia	Cricetidae	Peromyscus	maniculatus	Peromyscus maniculatus	19.98	95.75	0.002028926	0.002581781	661.87	13001064.75	65.64
Soricomorpha	Soricidae	Sorex	vagrans	Sorex vagrans	5.99	64.51	0.002073312	0.001977464	1759.54	1257392.2	52.44
Rodentia	Bathyergidae	Bathyergus	suillus	Bathyergus suillus	777.38	278.86	0.002096145	0.002686	70	59404.22	-31.31
Rodentia	Muridae	Hybomys	univittatus	Hybomys univittatus	54.46	-999	0.002104427	0.002683932	-999	2497651.36	6.28
Primates	Cebidae	Callithrix	pygmaea	Callithrix pygmaea	123.94	154.6	0.002117904	0.003087223	15.9	1508925.87	0.59
Lagomorpha	Ochotonidae	Ochotona	hyperborea	Ochotona hyperborea	120	160	0.002148301	0.002568817	3376.38	10228947.77	74.8
Lagomorpha	Leporidae	Sylvilagus	bachmani	Sylvilagus bachmani	714.53	303.78	0.0022227	0.002828355	568	417293.45	46.18
Rodentia	Cricetidae	Peromyscus	eremicus	Peromyscus eremicus	22.73	91.4	0.002263355	0.002723128	431.41	-999	-999
Soricomorpha	Talpidae	Talpa	europaea	Talpa europaea	87.53	129.99	0.002281811	0.002199765	925.63	7114720.32	64.41
Rodentia	Cricetidae	Reithrodontomys	montanus	Reithrodontomys montanus	10.9	-999	0.002290248	0.002459785	300.58	1850597.56	46.76
Rodentia	Heteromyidae	Chaetodipus	fallax	Chaetodipus fallax	19.19	83.35	0.002300009	0.002940029	502.5	82998.2	34.73
Rodentia	Muridae	Rattus	rattus	Rattus rattus	142.68	201.99	0.00231795	0.001999474	2640.54	-999	-999
Soricomorpha	Soricidae	Sorex	palustris	Sorex palustris	13.07	74.87	0.002320105	0.002564608	-999	6203279.83	65.07
Rodentia	Heteromyidae	Perognathus	longimembris	Perognathus longimembris	8.07	-999	0.002322898	0.00277759	174	518799.79	43.05
Rodentia	Heteromyidae	Dipodomys	agilis	Dipodomys agilis	60.21	-999	0.002396454	0.003056376	687.9	59736.35	36.33
Rodentia	Cricetidae	Sigmodon	hispidus	Sigmodon hispidus	110.65	167.5	0.002399307	0.002811183	1750	-999	-999
Rodentia	Cricetidae	Peromyscus	pectoralis	Peromyscus pectoralis	38.99	-999	0.002436912	0.002048882	-999	835343.34	34.2
Rodentia	Echimyidae	Proechimys	longicaudatus	Proechimys longicaudatus	205	-999	0.002439947	0.002104709	261.53	1870505.85	-7.26
Rodentia	Dipodidae	Pygeretmus	pumilio	Pygeretmus pumilio	52.24	-999	0.002441076	0.002290162	-999	3381878.34	51.92
Hyracoidea	Procaviidae	Procavia	capensis	Procavia capensis	2952.48	467.37	0.002638607	-999	2734.51	24125352.41	35
Macroscelidea	Macroscelididae	Elephantulus	rufescens	Elephantulus rufescens	52.78	249.83	0.002648142	0.0030428	200	1140379.85	10.33
Rodentia	Muridae	Apomys	musculus	Apomys musculus	21.2	109.5	0.002683942	0.00231518	1124.83	115585.39	18.65
Primates	Lepilemuridae	Lepilemur	mustelinus	Lepilemur mustelinus	669.03	-999	0.002734203	0.003872983	255.1	41461.51	-13.87
Soricomorpha	Talpidae	Talpa	romana	Talpa romana	92.5	145.45	0.002738746	0.002302655	1157.05	88832.74	43.31
Rodentia	Cricetidae	Oryzomys	palustris	Oryzomys palustris	53.26	133.5	0.002784913	0.002739781	534.88	1511258.59	41.28
Rodentia	Cricetidae	Podomys	floridanus	Podomys floridanus	30.74	103.18	0.002788764	0.002988422	-999	69082.12	29.95
Rodentia	Heteromyidae	Chaetodipus	nelsoni	Chaetodipus nelsoni	15.53	79.83	0.002835545	0.003045448	473.46	566702.48	32.46
Rodentia	Cricetidae	Peromyscus	boylii	Peromyscus boylii	23.9	-999	0.002848598	0.002672491	521.08	2628523.09	46.27
Rodentia	Muridae	Malacomys	edwardsi	Malacomys edwardsi	63.78	-999	0.002848797	0.003633282	155.03	387957.64	9.53
Soricomorpha	Talpidae	Neurotrichus	gibbsii	Neurotrichus gibbsii	9.56	78.76	0.002858953	0.004049691	1413.5	221424.03	49.95
Rodentia	Muridae	Rattus	norvegicus	Rattus norvegicus	282.89	-999	0.002927936	0.002525651	-999	-999	-999
Rodentia	Caviidae	Microcavia	australis	Microcavia australis	261.49	200	0.002938105	0.003434799	2116.99	1516378.14	-22.18
Didelphimorphia	Didelphidae	Philander	opossum	Philander opossum	425.81	265.6	0.003071815	0.003086211	58.77	-999	-999
Rodentia	Cricetidae	Peromyscus	crinitus	Peromyscus crinitus	16.32	82.84	0.003136673	0.003361239	1198.07	929829.3	45.35
Rodentia	Cricetidae	Reithrodontomys	humulis	Reithrodontomys humulis	8.25	65	0.003188291	0.003812379	326.97	1299569.88	40.39
Rodentia	Cricetidae	Ondatra	zibethicus	Ondatra zibethicus	991.31	276.67	0.003209364	0.00339923	-999	14671151.06	68.46
Rodentia	Cricetidae	Peromyscus	polionotus	Peromyscus polionotus	14.27	-999	0.003254633	0.002987644	889	377395.17	35.35
Rodentia	Cricetidae	Peromyscus	keeni	Peromyscus keeni	28.25	93.49	0.003267089	0.002818206	1021.13	174924.33	58.28
Rodentia	Gliridae	Muscardinus	avellanarius	Muscardinus avellanarius	29.19	76.37	0.003271485	0.002902243	-999	3331818.71	59.53
Rodentia	Sciuridae	Funisciurus	congicus	Funisciurus congicus	112	146.46	0.003290498	-999	1000	1982840	2.01
Rodentia	Cricetidae	Ochrotomys	nuttalli	Ochrotomys nuttalli	22.81	92.18	0.003362546	0.004131205	302.33	1448050.54	39.4
Rodentia	Dipodidae	Stylodipus	telum	Stylodipus telum	59.99	-999	0.00350188	0.003285385	-999	2127863.71	51.95
Rodentia	Sciuridae	Tamiasciurus	douglasii	Tamiasciurus douglasii	225	190.96	0.003531743	0.003242022	44.28	491601.94	52.31
Soricomorpha	Soricidae	Blarina	brevicauda	Blarina brevicauda	18.56	120.82	0.003539783	0.004260773	922.93	4102748.94	55.61
Soricomorpha	Talpidae	Condylura	cristata	Condylura cristata	48.15	115.65	0.003656234	0.003673369	4999.99	3692908.52	56.05
Rodentia	Echimyidae	Proechimys	simonsi	Proechimys simonsi	284.99	-999	0.00365992	0.003157064	305.11	1159850.76	-0.05
Lagomorpha	Leporidae	Brachylagus	idahoensis	Brachylagus idahoensis	431.19	265.1	0.003792025	0.003557593	864.86	506906.1	47.84
Primates	Tarsiidae	Tarsius	dentatus	Tarsius dentatus	110.42	117.5	0.003855591	0.0065	129	5028.57	-0.67
Rodentia	Heteromyidae	Dipodomys	panamintinus	Dipodomys panamintinus	73.67	120.46	0.003884943	0.00390315	-999	61106.76	39.93
Rodentia	Nesomyidae	Nesomys	rufus	Nesomys rufus	163.96	208	0.003902215	0.003660971	-999	65566.48	-13.66
Rodentia	Cricetidae	Peromyscus	gossypinus	Peromyscus gossypinus	27.68	98.51	0.00396074	0.004990858	513.28	1151301.69	37.78
Rodentia	Sciuridae	Spermophilus	richardsonii	Spermophilus richardsonii	325.1	210.97	0.00402332	0.004810859	374.69	899734.88	55.22
Didelphimorphia	Didelphidae	Didelphis	albiventris	Didelphis albiventris	1030.47	360.69	0.004024018	0.0057	400	7561455.22	9.41
Soricomorpha	Soricidae	Sorex	cinereus	Sorex cinereus	4.2	57.2	0.004044228	0.00501459	1111.97	10567246.11	70.25
Rodentia	Heteromyidae	Liomys	adspersus	Liomys adspersus	50.99	124.62	0.004046269	0.005160507	741.61	26538.1	9.31
Lagomorpha	Leporidae	Caprolagus	hispidus	Caprolagus hispidus	2496.99	460.23	0.004121254	0.00441631	-999	44515.42	29.25
Soricomorpha	Soricidae	Sorex	arcticus	Sorex arcticus	8.19	75.06	0.004174389	0.004807	502.74	4525078	66.38
Rodentia	Bathyergidae	Heterocephalus	glaber	Heterocephalus glaber	39.36	129.61	0.004215132	0.003954543	11100	1324439.84	11.98
Lagomorpha	Leporidae	Sylvilagus	transitionalis	Sylvilagus transitionalis	813.51	362.99	0.004289748	0.005217085	-999	73236.48	44.77
Rodentia	Heteromyidae	Microdipodops	megacephalus	Microdipodops megacephalus	12.3	72.99	0.004385806	0.004699803	-999	226286.76	44.5
Rodentia	Heteromyidae	Dipodomys	ordii	Dipodomys ordii	50.4	113.92	0.004440926	0.004758869	297	3426002.61	50.58
Rodentia	Sciuridae	Paraxerus	cepapi	Paraxerus cepapi	222.85	172.74	0.004512132	0.00390315	353	3172101.99	-2.25
Rodentia	Echimyidae	Proechimys	cuvieri	Proechimys cuvieri	339.85	-999	0.004517324	0.004238052	-999	2411712.57	6.33
Soricomorpha	Talpidae	Desmana	moschata	Desmana moschata	427.64	203.1	0.004907674	0.005270968	-999	1225328.6	59.55
Rodentia	Echimyidae	Proechimys	brevicauda	Proechimys brevicauda	284.99	-999	0.004969113	0.004992401	-999	1197226.52	0.35
Rodentia	Muridae	Rattus	everetti	Rattus everetti	253.53	190	0.005001891	0.004314654	153.38	239437.44	18.65
Rodentia	Heteromyidae	Chaetodipus	penicillatus	Chaetodipus penicillatus	15.57	77.36	0.005027576	0.006412041	172.99	407770.3	37.45
Rodentia	Sciuridae	Glaucomys	volans	Glaucomys volans	71.9	127.98	0.005345752	0.008785644	447.59	3850610.98	48.1
Rodentia	Cricetidae	Lemmus	trimucronatus	Lemmus trimucronatus	69.82	-999	0.005384903	0.006867767	1784.72	4545486.76	74.55
Diprotodontia	Burramyidae	Cercartetus	nanus	Cercartetus nanus	26.85	-999	0.005564565	0.00522055	788.66	378748.79	-26.49
Rodentia	Sciuridae	Tamias	quadrimaculatus	Tamias quadrimaculatus	83.62	140.12	0.005589918	0.005990121	52	25579.83	40.28
Soricomorpha	Talpidae	Scalopus	aquaticus	Scalopus aquaticus	87.15	125.21	0.005706842	0.006044458	950	3462331.15	46.26
Diprotodontia	Acrobatidae	Acrobates	pygmaeus	Acrobates pygmaeus	13.84	-999	0.005959065	-999	899.99	1691398.78	-10.69
Rodentia	Echimyidae	Proechimys	guairae	Proechimys guairae	349.28	-999	0.006001134	0.005521342	389.74	201471.68	11.52
Rodentia	Cricetidae	Oryzomys	megacephalus	Oryzomys megacephalus	57	122.13	0.006039781	0.005666387	320	-999	-999
Rodentia	Cricetidae	Lemmus	sibiricus	Lemmus sibiricus	53.81	-999	0.006494881	0.006093352	-999	1205879.5	77.73
Primates	Lorisidae	Loris	tardigradus	Loris tardigradus	249.22	224.49	0.007059681	0.01	72.29	9633.79	7.59
Primates	Lepilemuridae	Lepilemur	septentrionalis	Lepilemur septentrionalis	755.77	280	0.007059681	0.01	154.26	-999	-999
Rodentia	Muridae	Apodemus	sylvaticus	Apodemus sylvaticus	21.9	87.51	0.007114139	0.007141216	780	5043250.55	62.04
Primates	Tarsiidae	Tarsius	syrichta	Tarsius syrichta	115.91	117.74	0.007129928	0.01	-999	121292.03	12.58
Rodentia	Sciuridae	Cynomys	gunnisoni	Cynomys gunnisoni	797.93	279.12	0.007188295	-999	669.1	309978.76	39.75
Rodentia	Sciuridae	Tamias	townsendii	Tamias townsendii	79.12	139.23	0.0072278	0.007261674	260	151998.14	49.31
Rodentia	Cricetidae	Dicrostonyx	groenlandicus	Dicrostonyx groenlandicus	58.44	117.32	0.007305693	0.009317493	518.17	3130947.24	83.62
Rodentia	Muridae	Paramelomys	rubex	Paramelomys rubex	47.16	115.97	0.007363214	0.006789898	-999	182359.8	-1.31
Rodentia	Sciuridae	Tamias	rufus	Tamias rufus	53.6	-999	0.007408495	0.007443216	-999	142587.25	40.83
Rodentia	Nesomyidae	Nesomys	audeberti	Nesomys audeberti	214.04	-999	0.007414147	0.006955787	-999	-999	-999
Rodentia	Sciuridae	Tamiasciurus	hudsonicus	Tamiasciurus hudsonicus	200.24	188.42	0.007743219	0.008316417	174.35	10315248.73	67.78
Rodentia	Sciuridae	Sciurus	granatensis	Sciurus granatensis	318.44	221.71	0.007784702	0.01	77.94	843476.46	11.35
Rodentia	Sciuridae	Sciurus	griseus	Sciurus griseus	703.85	293.12	0.008025903	0.007400989	239.99	373639.12	48.37
Rodentia	Sciuridae	Lariscus	insignis	Lariscus insignis	174.41	177.16	0.008112981	0.00682115	-999	1341081.13	7.25
Scandentia	Tupaiidae	Tupaia	glis	Tupaia glis	132.43	185	0.008142403	0.008725349	406.3	752165.74	9.27
Rodentia	Heteromyidae	Perognathus	merriami	Perognathus merriami	6.94	58.7	0.008251478	0.008842233	170	695708.88	36.03
Primates	Lepilemuridae	Lepilemur	edwardsi	Lepilemur edwardsi	821.58	-999	0.008338038	0.009527378	70.98	23515.8	-15.45
Rodentia	Sciuridae	Tamias	amoenus	Tamias amoenus	50.63	118.06	0.008434861	0.01	152.81	1102083.78	54.41
Rodentia	Sciuridae	Sciurus	carolinensis	Sciurus carolinensis	545.4	253.48	0.008569038	0.01	690	4081069.29	53.41
Rodentia	Dasyproctidae	Myoprocta	acouchy	Myoprocta acouchy	954.87	362.91	0.008591924	0.006772796	7.61	1230426.69	6.89
Dasyuromorphia	Dasyuridae	Antechinus	stuartii	Antechinus stuartii	29.01	-999	0.008782702	0.01	328.78	173022.67	-18.1
Dasyuromorphia	Dasyuridae	Sminthopsis	leucopus	Sminthopsis leucopus	23.36	-999	0.008904945	0.008354419	617.99	105026.36	-35.17
Rodentia	Sciuridae	Callosciurus	erythraeus	Callosciurus erythraeus	283.23	211.93	0.008950755	0.008781353	622.69	2354368.13	31.76
Rodentia	Cricetidae	Peromyscus	truei	Peromyscus truei	27	-999	0.009130385	0.008419474	1419.62	2131499.23	46.67
Diprotodontia	Pseudocheiridae	Pseudocheirus	peregrinus	Pseudocheirus peregrinus	895.22	-999	0.00931273	-999	654.82	1440312.81	-10.69
Rodentia	Sciuridae	Spermophilus	spilosoma	Spermophilus spilosoma	106.64	145.5	0.009534137	0.009570426	124.53	1716956	43.69
Macroscelidea	Macroscelididae	Petrodromus	tetradactylus	Petrodromus tetradactylus	201	192.11	0.00980236	0.008786317	186.01	3981194.83	2.16
Soricomorpha	Soricidae	Blarina	carolinensis	Blarina carolinensis	11.91	73.2	0.00995781	0.009556486	629.99	868525.35	38.29
Didelphimorphia	Didelphidae	Caluromys	philander	Caluromys philander	246.47	224.27	0.009960363	0.02	62.32	3212264.13	12.2
Rodentia	Cricetidae	Onychomys	torridus	Onychomys torridus	21.68	94.8	0.01	0.01	158.55	769659.21	42.14
Rodentia	Dipodidae	Napaeozapus	insignis	Napaeozapus insignis	22.25	89.73	0.01	0.01	667.18	2009406.44	54.23
Rodentia	Muridae	Gerbillurus	paeba	Gerbillurus paeba	25.91	93.22	0.01	0.01	866.8	2281938.71	-14.94
Rodentia	Sciuridae	Tamias	minimus	Tamias minimus	42.87	111.56	0.01	0.01	221.91	5236816	66.37
Primates	Cheirogaleidae	Microcebus	rufus	Microcebus rufus	48.39	143.61	0.01	0.01	167.8	105086.84	-13.46
Rodentia	Sciuridae	Tamias	speciosus	Tamias speciosus	60.83	124.69	0.01	0.01	76.48	67913.09	40.6
Rodentia	Sciuridae	Tamias	dorsalis	Tamias dorsalis	63.66	125.38	0.01	0.01	-999	633707.83	42.53
Primates	Galagidae	Galago	demidoff	Galago demidoff	66.04	120	0.01	0.01	57.57	4292912.28	9.93
Primates	Cheirogaleidae	Microcebus	murinus	Microcebus murinus	69	143.61	0.01	0.01	461	122051.83	-12.33
Rodentia	Sciuridae	Tamias	senex	Tamias senex	89.35	145.45	0.01	0.01	-999	99452.58	44.94
Rodentia	Bathyergidae	Cryptomys	damarensis	Cryptomys damarensis	112.2	-999	0.01	0.00951845	-999	1869675.78	-8.11
Primates	Tarsiidae	Tarsius	bancanus	Tarsius bancanus	114.39	106.59	0.01	0.02	62.24	848019.79	7.03
Diprotodontia	Petauridae	Petaurus	breviceps	Petaurus breviceps	120.76	156.51	0.01	0.005856632	432.14	2337517.22	2.22
Diprotodontia	Petauridae	Gymnobelideus	leadbeateri	Gymnobelideus leadbeateri	137.32	-999	0.01	-999	258.26	8327.67	-37.01
Primates	Galagidae	Galago	zanzibaricus	Galago zanzibaricus	147.35	-999	0.01	0.02	169	1375379.35	2.07
Rodentia	Sciuridae	Spermophilus	tereticaudus	Spermophilus tereticaudus	147.57	154.53	0.01	0.01	1456.02	315363.67	37.02
Rodentia	Sciuridae	Spermophilus	tridecemlineatus	Spermophilus tridecemlineatus	174.91	137.5	0.01	0.02	386.61	3681287.81	54.9
Rodentia	Sciuridae	Callosciurus	nigrovittatus	Callosciurus nigrovittatus	208.3	203.5	0.01	0.01	5.75	1450546.42	7.64
Rodentia	Sciuridae	Spermophilus	mohavensis	Spermophilus mohavensis	213.18	156.53	0.01	0.01	301.99	18167.56	36.23
Rodentia	Echimyidae	Trinomys	iheringi	Trinomys iheringi	220.39	197.54	0.01	0.01	362.78	-999	-999
Rodentia	Sciuridae	Sciurus	deppei	Sciurus deppei	249.5	200.49	0.01	0.01	94.11	698811.25	24.5
Rodentia	Sciuridae	Callosciurus	caniceps	Callosciurus caniceps	264.91	211.08	0.01	0.01	18.6	420861.69	20.24
Primates	Cebidae	Callithrix	penicillata	Callithrix penicillata	339.98	-999	0.01	-999	-999	1325473.3	-2.32
Rodentia	Sciuridae	Sciurus	aureogaster	Sciurus aureogaster	455.57	251.25	0.01	0.01	221.14	623903.21	25.63
Erinaceomorpha	Erinaceidae	Erinaceus	concolor	Erinaceus concolor	665.99	231.89	0.01	0.01	-999	-999	-999
Peramelemorphia	Peramelidae	Isoodon	obesulus	Isoodon obesulus	824.76	-999	0.01	0.01	40	354752.76	-10.69
Peramelemorphia	Peramelidae	Echymipera	kalubu	Echymipera kalubu	825.16	270.27	0.01	0.02	-999	546845.23	-0.007690093
Primates	Indriidae	Avahi	occidentalis	Avahi occidentalis	828.98	-999	0.01	0.02	66.99	7563.78	-15.61
Primates	Lemuridae	Hapalemur	griseus	Hapalemur griseus	916	335	0.01	0.0047	62	89049.73	-13.75
Primates	Indriidae	Avahi	laniger	Avahi laniger	1092.28	275	0.01	0.01	84.85	85075.49	-14.08
Peramelemorphia	Peramelidae	Echymipera	clara	Echymipera clara	1204.61	340.92	0.01	0.01	-999	79519.52	-1.59
Lagomorpha	Leporidae	Sylvilagus	floridanus	Sylvilagus floridanus	1207.19	371	0.01	0.01	680.83	7216258.28	52.18
Diprotodontia	Pseudocheiridae	Petauroides	volans	Petauroides volans	1257.17	-999	0.01	0.01	69	733564.17	-16.77
Lagomorpha	Leporidae	Sylvilagus	aquaticus	Sylvilagus aquaticus	2133.34	457.55	0.01	0.01	82.44	884825.38	37.97
Lagomorpha	Leporidae	Lepus	nigricollis	Lepus nigricollis	2294.25	-999	0.01	0.01	89.46	4041837.2	35.62
Primates	Cercopithecidae	Cercopithecus	campbelli	Cercopithecus campbelli	3627.73	455	0.01	0.03	-999	262404.57	12.7
Rodentia	Sciuridae	Marmota	flaviventris	Marmota flaviventris	3709.73	411.8	0.01	0.01	6.9	1718950.48	51.12
Rodentia	Sciuridae	Marmota	monax	Marmota monax	3880.93	412.76	0.01	0.01	136.7	7599938.29	65.7
Rodentia	Sciuridae	Marmota	marmota	Marmota marmota	4059.15	-999	0.01	0.01	583.5	146907.37	50.05
Pilosa	Bradypodidae	Bradypus	variegatus	Bradypus variegatus	4136.36	-999	0.01	0.02	508.44	8222753.4	15.99
Rodentia	Chinchillidae	Lagostomus	maximus	Lagostomus maximus	4660.94	523.73	0.01	0.01	-999	1907434.12	-18.85
Diprotodontia	Phascolarctidae	Phascolarctos	cinereus	Phascolarctos cinereus	6528.74	-999	0.01	0.01	163.01	1013715.85	-17.27
Diprotodontia	Macropodidae	Dendrolagus	lumholtzi	Dendrolagus lumholtzi	6649.97	-999	0.01	0.01	116.18	12095.48	-17.7
Didelphimorphia	Didelphidae	Thylamys	velutinus	Thylamys velutinus	20.69	49.99	0.02	0.02	54.99	639611.93	-15.51
Rodentia	Cricetidae	Onychomys	leucogaster	Onychomys leucogaster	27.92	103.46	0.02	0.02	-999	3797199.74	53.17
Rodentia	Sciuridae	Tamias	umbrinus	Tamias umbrinus	51.75	123.66	0.02	0.02	253.71	295809.41	45.41
Rodentia	Sciuridae	Tamias	quadrivittatus	Tamias quadrivittatus	57.49	122.41	0.02	0.02	-999	297454.17	40.98
Primates	Tarsiidae	Tarsius	tarsier	Tarsius tarsier	168.04	120.21	0.02	0.02	200	170743.47	1.75
Primates	Cheirogaleidae	Cheirogaleus	medius	Cheirogaleus medius	196.76	225	0.02	0.004776286	221.44	122848.88	-12.49
Rodentia	Sciuridae	Callosciurus	notatus	Callosciurus notatus	209.49	203.5	0.02	0.01	98.32	1474469.76	9.25
Diprotodontia	Petauridae	Petaurus	norfolcensis	Petaurus norfolcensis	230	-999	0.02	0.02	122	624212.74	-16.92
Primates	Cebidae	Callithrix	jacchus	Callithrix jacchus	290.21	-999	0.02	-999	508.18	604264.4	-2.78
Rodentia	Sciuridae	Paraxerus	palliatus	Paraxerus palliatus	365.37	209.57	0.02	0.02	389.55	1286891.41	2.09
Primates	Cheirogaleidae	Phaner	furcifer	Phaner furcifer	409.87	261.24	0.02	0.03	500.24	6525.13	-14.78
Primates	Cheirogaleidae	Cheirogaleus	major	Cheirogaleus major	446.02	225	0.02	0.04	67.99	112950.33	-12.36
Dasyuromorphia	Dasyuridae	Dasyurus	hallucatus	Dasyurus hallucatus	470.92	214.16	0.02	0.02	16.24	578100.34	-10.69
