id	idpaper	data	fam	sp	spcode	marker	lifeform	dispersal	dispcode 	anacron	pollinator	pollicode	distgeo	habitat	diverhaplot	divernucleot	genetdiff	AllelesLocus	Porcpoliloci 	AllelicRichness	FIS 	phi_FT	seedwt
a137	136	duminil	Papilionoideae	Dipteryx alata	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.1610	NA	NA	NA	NA	NA	NA
a138	137	duminil	NA	Dipteryx alata	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.4700	NA	NA	NA	NA	NA	NA
a139	138	duminil	Asteraceae 	Eremanthus erythropappus	NA	NA	Herb	wind	wi	ab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a140	139	duminil	Myrtaceae	Eugenia dysenterica	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.2500	NA	NA	NA	NA	NA	NA
a141	140	duminil	NA	Hancornia speciosa	NA	NA	Tree	birds	bi	b	NA	NA	NA	NA	NA	NA	0.1967	NA	NA	NA	NA	NA	NA
a142	141	duminil	NA	Mauritia flexuosa	NA	NA	Palm	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.1230	NA	NA	NA	NA	NA	NA
a143	142	duminil	Vochysiaceae	Qualea grandiflora	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
a144	143	duminil	Solanaceae	Solanum crinitum	NA	NA	Shrub	birds	bi	mi	NA	NA	NA	NA	NA	NA	0.0080	NA	NA	NA	NA	NA	NA
a145	144	duminil	Solanaceae	Solanum lycocarpum	NA	NA	Herb	birds	bi	mi	NA	NA	NA	NA	NA	NA	0.0530	NA	NA	NA	NA	NA	NA
b1	145	galetti	NA	Tabebuia ochracea	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.0320	NA	NA	NA	NA	NA	NA
b2	146	galetti	NA	Tibouchina papyrus	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.7120	NA	NA	NA	NA	NA	NA
b3	147	galetti	NA	Dimorphandra mollis	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.1030	NA	NA	NA	NA	NA	NA
b4	148	galetti	NA	Bowdichia virgiloides	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.0692	NA	NA	NA	NA	NA	NA
b5	149	galetti	Arecaceae	Acrocomia aculeata	NA	NA	Palm	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.2500	NA	NA	NA	NA	NA	NA
b6	150	galetti	Fabaceae	Enterolobium contortisiliquum	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b7	151	galetti	Arecaceae	Euterpe edulis	NA	NA	Palm	birds	bi	b	NA	NA	NA	NA	NA	NA	0.1160	NA	NA	NA	NA	NA	NA
b8	152	galetti	Rhamnaceae	Zizyphus joazeiro	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.3802	NA	NA	NA	NA	NA	NA
b9	153	galetti	Fabaceae	Cassia grandis	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b10	154	galetti	Arecaceae	Acrocomia aculeata	NA	NA	Palm	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.1720	NA	NA	NA	NA	NA	NA
b11	155	galetti	Arecaceae	Syagrus oleracea	NA	NA	Palm	mammals	ma	md	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
b12	156	galetti	Araucariaceae	Araucaria angustifolia	NA	NA	Tree	mammals	ma	b	NA	NA	NA	NA	NA	NA	0.1500	NA	NA	NA	NA	NA	NA
b13	157	galetti	NA	Chrysophyllum gonocarpum	NA	NA	Tree	mammals	ma	b	NA	NA	NA	NA	NA	NA	0.3020	NA	NA	NA	NA	NA	NA
b14	158	galetti	NA	Anemopaegma arvense	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.2830	NA	NA	NA	NA	NA	NA
b15	159	galetti	NA	Gossypium mustelinum	NA	NA	Shrub	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.3270	NA	NA	NA	NA	NA	NA
b16	160	galetti	NA	Eschweilera ovata	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.0250	NA	NA	NA	NA	NA	NA
b17	161	galetti	NA	Bertoletia excelsa	NA	NA	Tree	mammals	ma	mi	NA	NA	NA	NA	NA	NA	0.1533	NA	NA	NA	NA	NA	NA
b18	162	galetti	NA	Xylopia brasiliensis	NA	NA	Tree	birds	bi	b	NA	NA	NA	NA	NA	NA	0.0920	NA	NA	NA	NA	NA	NA
b19	163	galetti	Lauraceae	Cryptocarya aschersoniana	NA	NA	Tree	mammals	ma	mi	NA	NA	NA	NA	NA	NA	0.4150	NA	NA	NA	NA	NA	NA
b20	164	galetti	NA	Schizolobium parahyba	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.1049	NA	NA	NA	NA	NA	NA
b21	165	galetti	Myristicaceae	Virola officinalis	NA	NA	Tree	birds	bi	b	NA	NA	NA	NA	NA	NA	0.0750	NA	NA	NA	NA	NA	NA
b22	166	galetti	Papilionoideae	Dipteryx alata	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.1500	NA	NA	NA	NA	NA	NA
b23	167	galetti	Papilionoideae	Dipteryx alata	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.2560	NA	NA	NA	NA	NA	NA
b24	168	galetti	NA	Acrocomia aculeata	NA	NA	Palm	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.2029	NA	NA	NA	NA	NA	NA
b25	169	galetti	NA	Anacardium humile	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.0640	NA	NA	NA	NA	NA	NA
b26	170	galetti	Annonaceae	Annona crassiflora	NA	NA	Shrub	mammals	ma	mi	NA	NA	NA	NA	NA	NA	0.1880	NA	NA	NA	NA	NA	NA
b27	171	galetti	Annonaceae	Annona crassiflora	NA	NA	Shrub	mammals	ma	mi	NA	NA	NA	NA	NA	NA	0.2260	NA	NA	NA	NA	NA	NA
b28	172	galetti	Myrtaceae	Eugenia dysenterica	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.1540	NA	NA	NA	NA	NA	NA
b29	173	galetti	Fabaceae	Hymenaea courbaril	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.6500	NA	NA	NA	NA	NA	NA
b30	174	galetti	NA	Lychnophora ericoides	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.3570	NA	NA	NA	NA	NA	NA
b31	175	galetti	NA	Mandevilla velutina	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.1880	NA	NA	NA	NA	NA	NA
b32	176	galetti	Arecaceae	Mauritia flexuosa	NA	NA	Palm	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.2300	NA	NA	NA	NA	NA	NA
b33	177	galetti	Mimosoidae	Palicourea coriacea	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.2300	NA	NA	NA	NA	NA	NA
b34	178	galetti	Mimosoidae	Plathymenia reticulata	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.1230	NA	NA	NA	NA	NA	NA
b35	179	galetti	Solanaceae	Solanum lycocarpum	NA	NA	Tree	mammals	ma	mi	NA	NA	NA	NA	NA	NA	0.1470	NA	NA	NA	NA	NA	NA
b36	180	galetti	NA	Stryphnodendron adstringens	NA	NA	Tree	mammals	ma	md	NA	NA	NA	NA	NA	NA	0.2906	NA	NA	NA	NA	NA	NA
b37	181	galetti	NA	Tibouchina papyrus	NA	NA	Tree	wind	wi	ab	NA	NA	NA	NA	NA	NA	0.3439	NA	NA	NA	NA	NA	NA
