id	idpaper	data	fam	sp	spcode	marker	lifeform	dispersal	dispcode 	anacron	pollinator	pollicode	distgeo	habitat	diverhaplot	divernucleot	genetdiff	AllelesLocus	Porcpoliloci 	AllelicRichness	FIS 	phi_FT	seedwt
246	248	rosanne	Acanthaceae	Avicennia bicolor	AVBICO	nucl	Tree	hidrochory 	hi	ab	small bees	sbe	wide	Mangrooves	NA	NA	0.570	NA	NA	NA	NA	NA	NA
247	248	rosanne	Acanthaceae	Avicennia bicolor	AVBICO	chlorop	Tree	hidrochory 	hi	ab	small bees	sbe	wide	Mangrooves	NA	NA	NA	NA	NA	NA	NA	NA	NA
248	248	rosanne	Acanthaceae	Avicennia bicolor	AVBICO	ssrnuc	Tree	hidrochory 	hi	ab	small bees	sbe	wide	Mangrooves	NA	NA	0.490	NA	NA	1.680	0.220	NA	NA
249	248	rosanne	Acanthaceae	Avicennia germinans	AVGERM	nucl	Tree	hidrochory 	hi	ab	small bees	sbe	wide	Mangrooves	NA	NA	0.570	NA	NA	NA	NA	NA	NA
250	248	rosanne	Acanthaceae	Avicennia germinans	AVGERM	chlorop	Tree	hidrochory 	hi	ab	small bees	sbe	wide	Mangrooves	NA	NA	NA	NA	NA	NA	NA	NA	NA
251	248	rosanne	Acanthaceae	Avicennia germinans	AVGERM	ssrnuc	Tree	hidrochory 	hi	ab	small bees	sbe	wide	Mangrooves	NA	NA	0.490	NA	NA	3.770	0.010	NA	NA
185	2	rosanne	Anacardiaceae	Myracrodruon urundeuva	MYURUN	isoz	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	1.450	0.317	NA	NA
244	23	rosanne	Anacardiaceae	Myracrodruon urundeuva	MYURUN	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.160	18.750	NA	6.460	0.077	NA	NA
245	23	rosanne	Anacardiaceae	Myracrodruon urundeuva	MYURUN	chlorop	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.970	NA	NA	NA	NA	NA	NA
403	15	rosanne	Anacardiaceae	Myracrodruon urundeuva	MYURUN	isoz	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	0.040	2.330	61.500	NA	-0.156	NA	NA
NA	78	rosanne	Anarcadiaceae	Myracrodruon urundeuva	MYURUN	ssrnuc	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	79	rosanne	Anarcadiaceae	Myracrodruon urundeuva	MYURUN	AFLP	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
107	10	rosanne	Anacardiaceae	Spondias mombin	SPMOMB	nucl	Tree	mammals	ma	md	small bees	sbe	wide	rainforest	0.95800	0.02047	NA	NA	NA	NA	NA	NA	NA
107	10	rosanne	Anacardiaceae	Spondias mombin	SPMOMB	chlorop	Tree	mammals	ma	md	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	199	rosanne	Anacardiaceae	Spondias mombin	SPMOMB	isoz	Tree	mammals	ma	md	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	221	rosanne	Anacardiaceae	Spondias mombin	SPMOMB	isoz	Tree	mammals	ma	md	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
108	10	rosanne	Anacardiaceae	Spondias purpurea	SPPURP	nucl	Tree	mammals	ma	md	small bees	sbe	wide	sdtf	0.95800	0.02047	NA	NA	NA	NA	NA	NA	NA
108	10	rosanne	Anacardiaceae	Spondias purpurea	SPPURP	chlorop	Tree	mammals	ma	md	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
224	239	rosanne	Anacardiaceae	Spondias purpurea	SPPURP	AFLP	Tree	mammals	ma	md	small bees	sbe	wide	sdtf	NA	NA	0.360	NA	79.800	NA	0.990	NA	NA
122	179	rosanne	Annonaceae	Annona cherimola	ANCHER	ssrnuc	Tree	mammals	ma	mi	beetle	beet	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
123	8	rosanne	Annonaceae	Annona crassiflora	ANCRAS	isoz	Tree	mammals	ma	mi	beetle	beet	wide	savanna	NA	NA	0.130	NA	80.000	NA	0.017	NA	NA
NA	NA	rosanne	Annonaceae	Annona crassiflora	ANCRAS	ssrnuc	Tree	mammals	ma	mi	beetle	beet	wide	savanna	NA	NA	NA	16.000	NA	15.200	0.057	NA	NA
NA	NA	rosanne	Annonaceae	Annona crassiflora	ANCRAS	ssrnuc	Tree	mammals	ma	mi	beetle	beet	wide	savanna	NA	NA	NA	14.200	NA	13.500	0.173	NA	NA
NA	NA	rosanne	Annonaceae	Annona crassiflora	ANCRAS	ssrnuc	Tree	mammals	ma	mi	beetle	beet	wide	savanna	NA	NA	0.240	15.100	NA	14.300	0.132	NA	NA
53	272	rosanne	Apiaceae	Mulinum spinosum	MUSPIN	chlorop	Shrub	autochory	au	ab	small bees	sbe	restric	dry areas	0.81500	0.00227	0.020	NA	NA	NA	NA	NA	NA
179	150	rosanne	Apocynaceae	Mandevilla velutina	MAVELU	RAPD	Creeper	wind	wi	ab	large bees	lbe	restric	savanna	NA	NA	0.190	NA	81.080	NA	NA	NA	NA
124	253	rosanne	Araceae	Anthurium pentaphyllum	ANPENT	AFLP	Epiphyte	birds	bi	b	flies	flies	wide	rainforest	NA	NA	0.160	NA	51.920	NA	0.990	NA	NA
125	253	rosanne	Araceae	Anthurium sinuatum	ANSINU	AFLP	Epiphyte	birds	bi	b	flies	flies	wide	rainforest	NA	NA	0.160	NA	48.810	NA	0.985	NA	NA
184	229	rosanne	Araceae	Monstera adansonii 	MOADAN	AFLP	Epiphyte	mammals	ma	mi	large bees	lbe	wide	rainforest	NA	NA	0.190	NA	88.790	NA	NA	NA	NA
154	90	rosanne	Araliaceae	Dendropanax arboreus	DEARBO	RAPD	Tree	birds	bi	b	small bees	sbe	restric	sdtf	NA	NA	0.030	NA	NA	NA	NA	NA	NA
117	157	rosanne	Arecaceae	Acrocomia aculeata	ACACUL	RAPD	Palm	mammals	ma	md	small bees	sbe	wide	sdtf	NA	NA	0.170	4.200	79.150	6.130	NA	NA	NA
326	211	rosanne	Arecaceae	Acrocomia aculeata	ACACUL	ssrnuc	Palm	mammals	ma	md	small bees	sbe	wide	mixed	NA	NA	NA	NA	NA	NA	NA	NA	NA
417	291	rosanne	Arecaceae	Attalea phalerata	ATPHAL	ssrnuc	Palm	mammals	ma	md	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
129	120	rosanne	Arecaceae	Bactris gasipaes	BAGASI	ssrnuc	Palm	mammals	ma	md	small bees	sbe	restric	rainforest	NA	NA	NA	9.350	NA	NA	NA	NA	NA
130	147	rosanne	Arecaceae	Bactris gasipaes 	BAGASI	AFLP	Palm	mammals	ma	md	small bees	sbe	restric	rainforest	NA	NA	0.020	NA	70.900	NA	NA	NA	NA
131	149	rosanne	Arecaceae	Bactris gasipaes 	BAGASI	ssrnuc	Palm	mammals	ma	md	small bees	sbe	restric	rainforest	NA	NA	0.020	13.090	NA	NA	0.182	NA	NA
NA	177	rosanne	Arecaceae	Butia eriospatha	BUERIO	ssrnuc	Palm	mammals	ma	md	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
133	45	rosanne	Arecaceae	Butia lallemantii	BULALLE	ISSR	Palm	mammals	ma	md	small bees	sbe	restric	Grasslands	NA	NA	0.060	NA	95.800	NA	NA	NA	NA
134	45	rosanne	Arecaceae	Butia paraguayensis	BUPARA	ISSR	Palm	mammals	ma	md	small bees	sbe	restric	Grasslands	NA	NA	0.060	NA	95.800	NA	NA	NA	NA
135	45	rosanne	Arecaceae	Butia yatay	BUYATA	ISSR	Palm	mammals	ma	md	small bees	sbe	restric	Grasslands	NA	NA	0.060	NA	95.800	NA	NA	NA	NA
23	69	rosanne	Arecaceae	Ceroxylon echinulatum 	CEECHI	ssrnuc	Palm	birds	bi	b	small bees	sbe	restric	Andean	NA	NA	0.540	NA	NA	2.350	NA	NA	NA
144	64	rosanne	Arecaceae	Chamaedorea elatior	CHELAT	isoz	Palm	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.030	2.890	86.430	1.576	0.501	NA	NA
382	204	rosanne	Arecaceae	Chamaedorea elatior	CHELAT	isoz	Palm	birds	bi	b	small bees	sbe	wide	sdtf	NA	NA	NA	11.000	NA	NA	NA	NA	NA
145	194	rosanne	Arecaceae	Chamaedorea ernesti-augusti	CHERNE	ssrnuc	Palm	birds	bi	b	small bees	sbe	wide	sdtf	NA	NA	0.080	6.900	NA	NA	0.384	NA	NA
146	64	rosanne	Arecaceae	Chamaedorea tepejilote	CHTEPE	isoz	Palm	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.150	3.110	93.830	1.833	0.443	NA	NA
383	203	rosanne	Arecaceae	Chamaedorea tepejilote	CHTEPE	isoz	Palm	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	7.000	NA	NA	NA	NA	NA
161	148	rosanne	Arecaceae	Euterpe edulis	EUEDUL	AFLP	Palm	birds	bi	b	small bees	sbe	wide	mixed	NA	NA	0.430	NA	92.070	NA	NA	NA	NA
162	135	rosanne	Arecaceae	Euterpe edulis	EUEDUL	ssrnuc	Palm	birds	bi	b	small bees	sbe	wide	mixed	NA	NA	NA	14.430	NA	NA	0.111	NA	NA
69	154	rosanne	Arecaceae	Euterpe edulis	EUEDUL	isoz	Palm	birds	bi	b	small bees	sbe	wide	mixed	NA	NA	NA	2.600	62.500	NA	0.050	NA	NA
394	206	rosanne	Arecaceae	Euterpe edulis	EUEDUL	isoz	Palm	birds	bi	b	small bees	sbe	wide	mixed	NA	NA	NA	NA	100.000	NA	-0.265	NA	NA
332	58	rosanne	Arecaceae	Euterpe edulis	EUEDUL	ssrnuc	Palm	birds	bi	b	small bees	sbe	wide	mixed	NA	NA	0.060	0.750	NA	NA	0.120	NA	NA
333	164	rosanne	Arecaceae	Euterpe edulis	EUEDUL	isoz	Palm	birds	bi	b	small bees	sbe	wide	mixed	NA	NA	0.020	3.100	NA	NA	0.002	NA	NA
333	164	rosanne	Arecaceae	Euterpe edulis	EUEDUL	ssrnuc	Palm	birds	bi	b	small bees	sbe	wide	mixed	NA	NA	0.020	14.460	NA	NA	0.008	NA	NA
165	133	rosanne	Arecaceae	Geonoma schottiana	GESCHO	isoz	Palm	birds	bi	b	small bees	sbe	restric	sdtf	NA	NA	0.140	2.000	100.000	NA	-0.343	NA	NA
423	82	rosanne	Arecaceae	Iriartea deltoidea	IRDELT	AFLP	Palm	mammals	ma	mi	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	155	rosanne	Arecaceae	Mauritia flexuosa	MAFLEX	AFLP	Palm	mammals	ma	md	small bees	sbe	wide	wetlands	NA	NA	0.230	NA	86.400	NA	NA	NA	NA
NA	NA	rosanne	Arecaceae	Mauritia flexuosa 	MAFLEX	chlorop	Palm	mammals	ma	md	small bees	sbe	wide	wetlands	0.78600	0.00370	0.880	NA	NA	NA	NA	NA	NA
54	312	rosanne	Asparagaceae	Nolina parviflora	NOPARV	nucl	Tree	wind	wi	ab	moth	moth	restric	sdtf	0.84700	NA	0.300	NA	NA	NA	NA	NA	NA
54	312	rosanne	Asparagaceae	Nolina parviflora	NOPARV	chlorop	Tree	wind	wi	ab	moth	moth	restric	sdtf	NA	NA	0.700	NA	NA	NA	NA	NA	NA
128	208	rosanne	Asteraceae	Baccharis concinna 	BACONC	RAPD	Shrub	wind	wi	ab	small bees	sbe	restric	rockysavanna	NA	NA	NA	NA	91.160	NA	NA	NA	NA
156	103	rosanne	Asteraceae	Eremanthus erythropappus	ERERYT	RAPD	Tree	wind	wi	ab	small bees	sb	wide	savanna	NA	NA	0.140	NA	89.900	NA	NA	NA	NA
168	115	rosanne	Asteraceae	Hypochaeris acaulis	HYACAU	AFLP	Herb	wind	wi	ab	small bees	sbe	restric	steppe	NA	NA	0.040	NA	24.000	NA	NA	NA	NA
46	275	rosanne	Asteraceae	Hypochaeris incana	HYINCA	AFLP	Herb	wind	wi	ab	moth	moth	restric	Grasslands	NA	NA	0.480	NA	20.100	NA	NA	NA	NA
46	275	rosanne	Asteraceae	Hypochaeris incana	HYINCA	chlorop	Herb	wind	wi	ab	moth	moth	restric	Grasslands	NA	0.00120	0.670	NA	NA	NA	NA	NA	NA
47	276	rosanne	Asteraceae	Hypochaeris palustris	HYPALU	AFLP	Herb	wind	wi	ab	small bees	sbe	restric	Andean	NA	NA	0.780	NA	83.000	NA	NA	NA	NA
169	256	rosanne	Asteraceae	Hypochaeris tenuifolia	HYTENU	AFLP	Herb	wind	wi	ab	small bees	sbe	restric	Grasslands	NA	NA	0.240	NA	85.000	NA	NA	NA	NA
49	31	rosanne	Asteraceae	Lychnophora ericoides	LYERIC	nucl	Shrub	wind	wi	ab	butterflies	but	restric	rockysavanna	0.72600	0.00300	NA	NA	NA	NA	NA	NA	NA
49	31	rosanne	Asteraceae	Lychnophora ericoides	LYERIC	chlorop	Shrub	wind	wi	ab	butterflies	but	restric	rockysavanna	0.39500	0.00450	NA	NA	NA	NA	NA	NA	NA
187	269	rosanne	Asteraceae	Nassauvia lagascae 	NALAGA	AFLP	Herb	birds	bi	b	small bees	sbe	restric	Grasslands	NA	NA	0.130	NA	97.700	NA	NA	NA	NA
215	1	rosanne	Asteraceae	Proteopsis argentea	PRARGE	isoz	Herb	wind	wi	ab	birds	bi	restric	rockyfields	NA	NA	NA	1.300	19.200	NA	0.127	NA	NA
113	84	rosanne	Asteraceae	Wunderlichia mirabilis	WUMIRA	nucl	Tree	wind	wi	ab	bat	bat	restric	rockysavanna	NA	NA	0.180	NA	NA	NA	NA	NA	NA
113	84	rosanne	Asteraceae	Wunderlichia mirabilis	WUMIRA	chlorop	Tree	wind	wi	ab	bat	bat	restric	rockysavanna	NA	NA	0.110	NA	NA	NA	NA	NA	NA
7	302	rosanne	Begoniaceae	Begonia heracleifolia	BEHERA	ssrcp	Herb	wind	wi	ab	small bees	sbe	wide	rainforest	NA	NA	0.740	NA	NA	NA	NA	NA	NA
NA	183	rosanne	Begoniaceae	Begonia hirsuta	BEHIRS	isoz	Herb	wind	wi	ab	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
8	302	rosanne	Begoniaceae	Begonia nelumbiifolia	BENELU	ssrcp	Herb	wind	wi	ab	small bees	sbe	wide	rainforest	0.00000	NA	0.000	NA	NA	NA	NA	NA	NA
NA	183	rosanne	Begoniaceae	Begonia semiovata	BESEMI	isoz	Herb	wind	wi	ab	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
121	158	rosanne	Bignoniaceae	Anemopaegma arvense	ANARVE	RAPD	Shrub	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	0.280	1.720	72.800	NA	NA	NA	NA
281	309	rosanne	Bignoniaceae	Jacaranda copaia	JACOPA	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	0.060	9.440	NA	5.450	0.003	NA	NA
282	301	rosanne	Bignoniaceae	Jacaranda copaia	JACOPA	chlorop	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	0.29000	NA	1.000	NA	NA	NA	NA	NA	NA
283	301	rosanne	Bignoniaceae	Jacaranda copaia	JACOPA	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	0.100	NA	NA	NA	NA	NA	NA
284	301	rosanne	Bignoniaceae	Jacaranda copaia	JACOPA	ssrcp	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	0.840	NA	NA	NA	NA	NA	NA
397	14	rosanne	Bignoniaceae	Jacaranda copaia	JACOPA	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	NA	9.360	NA	NA	NA	NA	NA
398	216	rosanne	Bignoniaceae	Jacaranda copaia	JACOPA	RAPD	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	116	rosanne	Bignoniaceae	Jacaranda copaia	JACOPA	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	NA	11.750	NA	NA	NA	NA	NA
171	174	rosanne	Bignoniaceae	Jacaranda decurrens	JADECU	RAPD	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	0.300	1.690	69.200	NA	NA	NA	NA
171	174	rosanne	Bignoniaceae	Jacaranda decurrens	JADECU	AFLP	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	0.260	1.460	46.340	NA	NA	NA	NA
NA	NA	rosanne	Bignoniaceae	Tabebuia aurea	TAAURE	nucl	Tree	wind	wi	ab	large bees	lbe	wide	savanna	0.08900	0.00100	0.790	NA	NA	NA	NA	NA	NA
NA	NA	rosanne	Bignoniaceae	Tabebuia aurea	TAAURE	chlorop	Tree	wind	wi	ab	large bees	lbe	wide	savanna	0.22000	0.00900	0.790	NA	NA	NA	NA	NA	NA
NA	NA	rosanne	Bignoniaceae	Tabebuia aurea	TAAURE	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	0.010	36.200	NA	3.200	0.210	NA	NA
NA	99	rosanne	Bignoniaceae	Tabebuia aurea	TAAURE	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	NA	36.000	NA	NA	0.178	0.1770	NA
110	173	rosanne	Bignoniaceae	Tabebuia impetiginosa	TAIMPE	nucl	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	0.97100	0.03560	0.810	NA	NA	NA	NA	NA	NA
110	173	rosanne	Bignoniaceae	Tabebuia impetiginosa	TAIMPE	chlorop	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	0.97500	0.01820	0.890	NA	NA	NA	NA	NA	NA
NA	NA	rosanne	Bignoniaceae	Tabebuia impetiginosa	TAIMPE	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	NA	11.800	NA	6.790	0.199	NA	NA
413	42	rosanne	Bignoniaceae	Tabebuia ochracea 	TAOCHR	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	0.030	4.130	NA	NA	0.230	NA	NA
NA	NA	rosanne	Bignoniaceae	Tabebuia chrysotricha	TACHRY	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	NA	15.000	NA	7.550	0.021	NA	NA
NA	80	rosanne	Bignoniaceae	Tabebuia roseoalba	TAROSE	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	NA	14.900	NA	NA	0.394	NA	NA
NA	NA	rosanne	Bignoniaceae	Tabebuia roseoalba	TAROSE	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	sdtf	NA	NA	NA	14.800	NA	7.700	0.043	NA	NA
NA	NA	rosanne	Bignoniaceae	Tabebuia serratifolia	TASER	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	mixed	NA	NA	NA	17.200	NA	6.770	0.245	NA	NA
243	59	rosanne	Bignoniaceae	Zeyheria montana	ZEMONT	RAPD	Shrub	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	0.160	NA	60.000	NA	NA	NA	NA
25	321	rosanne	Boraginaceae	Cordia alliodora	COALLI	nucl	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
25	321	rosanne	Boraginaceae	Cordia alliodora	COALLI	chlorop	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	0.00000	0.00000	0.000	NA	NA	NA	NA	NA	NA
25	321	rosanne	Boraginaceae	Cordia alliodora	COALLI	ssrcp	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	0.19900	NA	0.620	NA	38.200	1.290	NA	NA	NA
149	191	rosanne	Boraginaceae	Cordia alliodora	COALLI	isoz	Tree	wind	wi	ab	moth	moth	wide	mix	NA	NA	0.120	NA	44.180	1.230	NA	NA	NA
NA	192	rosanne	Boraginaceae	Cordia alliodora	COALLI	isoz	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	193	rosanne	Boraginaceae	Cordia alliodora	COALLI	isoz	Tree	wind	wi	ab	small bees	sbe	wide	sdtf	NA	NA	NA	NA	NA	NA	NA	NA	NA
118	189	rosanne	Bromeliaceae	Alcantarea geniculata	ALGENI	ssrnuc	Herb	wind	wi	ab	bat	bat	restric	rainforest	NA	NA	0.110	4.900	NA	5.250	0.094	NA	NA
374	290	rosanne	Bromeliaceae	Alcantarea geniculata	ALGENI	ssrnuc	rupicola	wind	wi	ab	bat	bat	restric	rainforest	NA	NA	NA	NA	NA	NA	0.192	NA	NA
375	290	rosanne	Bromeliaceae	Alcantarea glaziouana	ALGLAZ	ssrnuc	rupicola	wind	wi	ab	bat	bat	restric	rainforest	NA	NA	NA	NA	NA	NA	0.247	NA	NA
119	189	rosanne	Bromeliaceae	Alcantarea imperialis	ALIMPE	ssrnuc	Herb	wind	wi	ab	bat	bat	restric	rainforest	NA	NA	0.430	6.500	NA	6.250	0.099	NA	NA
376	290	rosanne	Bromeliaceae	Alcantarea imperialis	ALIMPE	ssrnuc	rupicola	wind	wi	ab	bat	bat	restric	rainforest	NA	NA	NA	NA	NA	NA	0.061	NA	NA
377	290	rosanne	Bromeliaceae	Alcantarea regina	ALREGI	ssrnuc	rupicola	wind	wi	ab	bat	bat	restric	rainforest	NA	NA	NA	NA	NA	NA	-0.044	NA	NA
132	125	rosanne	Bromeliaceae	Billbergia zebrina	BIZEBR	AFLP	Epiphyte	birds	bi	b	birds	bi	wide	rainforest	NA	NA	NA	56.170	NA	NA	NA	NA	NA
330	160	rosanne	Bromeliaceae	Dyckia ibiramensis	DYIBIR	isoz	Epiphyte	birds	bi	b	birds	bi	restric	rainforest	NA	NA	0.670	2.000	NA	1.250	0.642	NA	NA
286	207	rosanne	Bromeliaceae	Pitcairnia albiflos	PIALBI	ssrnuc	Epiphyte	wind	wi	ab	moth	moth	restric	rockyfields	NA	NA	0.650	NA	NA	3.200	0.109	NA	NA
287	207	rosanne	Bromeliaceae	Pitcairnia albiflos	PIALBI	ssrcp	Epiphyte	wind	wi	ab	moth	moth	restric	rockyfields	NA	NA	0.610	NA	NA	NA	NA	NA	NA
288	207	rosanne	Bromeliaceae	Pitcairnia corcovadensis	PICORC	ssrnuc	Epiphyte	wind	wi	ab	birds	bi	restric	rockyfields	NA	NA	NA	NA	NA	NA	NA	NA	NA
289	207	rosanne	Bromeliaceae	Pitcairnia corcovadensis	PICORC	ssrcp	Epiphyte	wind	wi	ab	birds	bi	restric	rockyfields	NA	NA	0.610	NA	NA	NA	NA	NA	NA
290	207	rosanne	Bromeliaceae	Pitcairnia flammea	PIFLAM	ssrnuc	Epiphyte	wind	wi	ab	birds	bi	restric	rockyfields	NA	NA	NA	NA	NA	NA	NA	NA	NA
291	207	rosanne	Bromeliaceae	Pitcairnia flammea	PIFLAM	ssrcp	Epiphyte	wind	wi	ab	birds	bi	restric	rockyfields	NA	NA	NA	NA	NA	NA	NA	NA	NA
292	207	rosanne	Bromeliaceae	Pitcairnia staminea	PISTAM	ssrnuc	Epiphyte	wind	wi	ab	butterfly	but	restric	rockyfields	NA	NA	0.650	NA	NA	3.710	0.240	NA	NA
293	207	rosanne	Bromeliaceae	Pitcairnia staminea	PISTAM	ssrcp	Epiphyte	wind	wi	ab	butterfly	but	restric	rockyfields	NA	NA	0.610	NA	NA	NA	NA	NA	NA
10	303	rosanne	Burseraceae	Bursera simaruba	BUSIMA	nucl	Tree	birds	bi	b	small bees	sbe	wide	sdtf	NA	0.00397	0.160	NA	NA	NA	NA	NA	NA
10	303	rosanne	Burseraceae	Bursera simaruba	BUSIMA	chlorop	Tree	birds	bi	b	small bees	sbe	wide	sdtf	NA	0.00427	0.340	NA	NA	NA	NA	NA	NA
253	111	rosanne	Burseraceae	Bursera simaruba	BUSIMA	AFLP	Tree	birds	bi	b	small bees	sbe	wide	sdtf	NA	NA	0.240	NA	33.000	NA	NA	NA	NA
99	323	rosanne	Burseraceae	Protium alvarezianum	PRALVA	nucl	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	NA	NA	NA
216	90	rosanne	Burseraceae	Protium glabrum	PRGLAB	RAPD	Tree	birds	bi	b	small bees	sbe	restric	rainforest	NA	NA	0.000	NA	NA	NA	NA	NA	NA
217	293	rosanne	Burseraceae	Protium spruceanum	PRSPRU	isoz	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.030	2.000	100.000	NA	-0.103	NA	NA
407	76	rosanne	Burseraceae	Protium spruceanum	PRSPRU	isoz	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.030	NA	NA	NA	NA	NA	NA
408	141	rosanne	Burseraceae	Protium spruceanum	PRSPRU	isoz	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	NA	NA	NA	NA	-0.159	NA	NA
100	323	rosanne	Burseraceae	Protium subserratum	PRSUBS	nucl	Tree	birds	bi	b	small bees	sbe	wide	rainforest	NA	NA	0.670	NA	NA	NA	NA	NA	NA
335	250	rosanne	Cactaceae	Polaskia chichipe	POCHIC	ssrnuc	Cact	birds	bi	b	birds	bi	restric	desert	NA	NA	0.020	8.400	NA	NA	0.003	NA	NA
225	314	rosanne	Cactaceae	Stenocereus stellatus	STSTEL	ssrnuc	Cact	mammals	ma	mi	bat	bat	restric	steppe	NA	NA	NA	NA	NA	3.060	0.110	NA	NA
12	126	rosanne	Calceolariaceae	Calceolaria polyrhiza	CAPOLY	chlorop	Shrub	autochory	au	ab	large bees	lbe	restric	steppe	0.76000	0.04900	0.400	NA	NA	NA	NA	NA	NA
173	322	rosanne	Calophyllaceae	Kielmeyera coriacea	KICORI	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	NA	19.750	NA	NA	NA	NA	NA
174	322	rosanne	Calophyllaceae	Kielmeyera grandiflora	KIGRAN	ssrnuc	Tree	wind	wi	ab	large bees	lbe	wide	savanna	NA	NA	NA	21.750	NA	NA	NA	NA	NA
48	270	rosanne	Caricaceae	Jacaratia mexicana	JAMEXI	nucl	Tree	mammals	ma	mi	moth	moth	wide	sdtf	0.61100	0.00140	NA	NA	NA	NA	NA	NA	NA
48	270	rosanne	Caricaceae	Jacaratia mexicana	JAMEXI	chlorop	Tree	mammals	ma	mi	moth	moth	wide	sdtf	0.91100	0.00880	NA	NA	NA	NA	NA	NA	NA
172	246	rosanne	Caricaceae	Jacaratia mexicana	JAMEXI	RAPD	Tree	mammals	ma	mi	moth	moth	restric	sdtf	NA	NA	0.160	NA	92.600	NA	NA	NA	NA
16	12	rosanne	Caryocaraceae	Caryocar brasiliense	CRBRAS	chlorop	Tree	mammals	ma	md	bat	bat	wide	savanna	NA	NA	NA	NA	NA	NA	NA	NA	NA
16	12	rosanne	Caryocaraceae	Caryocar brasiliense	CRBRAS	ssrcp	Tree	mammals	ma	md	bat	bat	wide	savanna	NA	NA	0.980	NA	NA	NA	NA	NA	NA
17	330	rosanne	Caryocaraceae	Caryocar brasiliense	CABRAS	chlorop	Tree	mammals	ma	md	bat	bat	wide	savanna	0.17700	0.00500	NA	NA	NA	NA	NA	NA	NA
140	226	rosanne	Caryocaraceae	Caryocar brasiliense	CRBRAS	isoz	Tree	mammals	ma	md	bat	bat	wide	savanna	NA	NA	0.120	2.800	72.010	NA	0.106	NA	NA
