id	idpaper	fam	sp	spcode	marker	nloci	lifeform	dispersal	dispcode 	anacron	pollinator	pollicode	distgeo	habitat	npop	nind	meanIndiPop	diverhaplot	divernucleot	FST	AllelesLocus	Porcpoliloci 	AllelicRichness	Ho	He	FIS 	shannon_Hpop	Shanno_Hsp	mantel	coalesc_param	fp	fm	phi_FT	tm	ts	tm-ts	rp	rs	nb	Sp	Fij	distpollen	distgeneflow	Nep	Moranspatialfirstclass	bslope	rt
NA	199	Moraceae	Ficus dugandii	FIDUGA	isoz	22	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	16.0	16.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.0000	NA	NA	NA
NA	217	Moraceae	Ficus dugandii	FIDUGA	isoz	NA	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	16.0	16.0	NA	NA	NA	NA	NA	NA	NA	0.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	303	Moraceae	Ficus insipida	FIINSI	chlorop	2	Tree	mammals	ma	n	wasps	wasp	wide	sdtf	32	222.0	6.9	NA	0.00297	0.600	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
278	111	Moraceae	Ficus insipida	FIINSI	AFLP	5	Tree	mammals	ma	n	wasps	wasp	restric	sdtf	22	409.0	18.6	NA	NA	0.140	NA	41.000	NA	NA	NA	NA	0.1900	NA	-0.1380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
30	303	Moraceae	Ficus insipida	FIINSI	chlorop	2	Tree	mammals	ma	n	wasps	wasp	wide	sdtf	32	222.0	6.9	0.00000	0.00000	0.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	199	Moraceae	Ficus nymphaeifolia	FINYMP	isoz	22	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	59.0	59.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.0000	NA	NA	NA
NA	217	Moraceae	Ficus nymphaeifolia	FINYMP	isoz	NA	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	59.0	59.0	NA	NA	NA	NA	NA	NA	NA	0.169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	Moraceae	Ficus nymphaeifolia	FINYMP	isoz	16	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	6	100.0	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	199	Moraceae	Ficus obtusifolia	FIOBTU	isoz	22	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	190.4	190.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	54.3000	NA	NA	NA
NA	217	Moraceae	Ficus obtusifolia	FIOBTU	isoz	NA	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	190.4	190.4	NA	NA	NA	NA	NA	NA	NA	0.231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	Moraceae	Ficus obtusifolia	FIOBTU	isoz	16	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	6	100.0	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	199	Moraceae	Ficus popenoei	FIPOPE	isoz	22	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	45.0	45.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.0000	NA	NA	NA
NA	217	Moraceae	Ficus popenoei	FIPOPE	isoz	NA	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	45.0	45.0	NA	NA	NA	NA	NA	NA	NA	0.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	Moraceae	Ficus popenoei	FIPOPE	isoz	16	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	6	100.0	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
98	62	Moraceae	Poulsenia armata 	POARMA	RAPD	10	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	10	92.0	9.2	NA	NA	0.110	NA	NA	NA	NA	0.150	NA	10.5000	NA	-0.0800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
223	213	Moraceae	Sorocea bonplandii	SOBONP	AFLP	8	Tree	birds	bi	n	small bees	sbe	wide	rainforest	7	468.0	66.9	NA	NA	0.030	NA	68.000	NA	NA	NA	NA	0.3500	NA	0.9500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
414	216	Myristicaceae	Virola michelii	VIAMER	AFLP	2	Tree	birds	bi	n	small bees	sbe	wide	rainforest	1	74.0	74.0	NA	NA	NA	NA	NA	NA	NA	NA	0.214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.0000	0.0330	0.0330	505.0	254.0	NA	NA	NA	NA
414	216	Myristicaceae	Virola michelii	VIAMER	RAPD	2	Tree	birds	bi	n	small bees	sbe	wide	rainforest	1	74.0	74.0	NA	NA	NA	NA	NA	NA	NA	NA	0.036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120.0000	0.0470	0.0470	NA	565.0	NA	NA	NA	NA
157	132	Myrtaceae	Eugenia dysenterica	EUDYSE	isoz	6	Tree	mammals	ma	md	large bees	lbe	wide	savanna	10	112.0	11.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
392	7	Myrtaceae	Eugenia dysenterica	EUDYSE	isoz	8	Tree	mammals	ma	md	large bees	lbe	wide	savanna	10	816.0	8.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
393	39	Myrtaceae	Eugenia dysenterica	EUDYSE	isoz	6	Tree	mammals	ma	md	large bees	lbe	wide	savanna	10	816.0	8.2	NA	NA	NA	NA	NA	NA	0.188	0.282	0.243	NA	NA	0.7200	NA	NA	NA	NA	0.8350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
158	54	Myrtaceae	Eugenia dysenterica 	EUDYSE	ssrnuc	7	Tree	mammals	ma	md	large bees	lbe	wide	savanna	10	116.0	11.6	NA	NA	0.250	NA	NA	10.430	0.458	0.442	-0.037	NA	NA	0.8720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
159	55	Myrtaceae	Eugenia dysenterica 	EUDYSE	RAPD	8	Tree	mammals	ma	md	large bees	lbe	wide	savanna	10	126.0	12.6	NA	NA	0.270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
331	56	Myrtaceae	Eugenia dysenterica 	EUDYSE	RAPD	6	Tree	mammals	ma	md	large bees	lbe	wide	savanna	13	156.0	12.0	NA	NA	0.090	NA	85.160	NA	NA	NA	0.192	NA	NA	0.5280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	138	Myrtaceae	Eugenia uniflora	EUUNIF	AFLP	28	Tree	mammals	ma	n	large bees	lbe	wide	mixed	5	71.0	14.2	NA	NA	0.210	NA	78.050	NA	NA	0.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	138	Myrtaceae	Eugenia uniflora	EUUNIF	ssrcp	28	Tree	mammals	ma	n	large bees	lbe	wide	mixed	5	71.0	14.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29	138	Myrtaceae	Eugenia uniflora	EUUNIF	cRFLP	28	Tree	mammals	ma	n	large bees	lbe	wide	mixed	5	71.0	14.2	NA	NA	NA	NA	NA	NA	NA	0.789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	175	Myrtaceae	Eugenia uniflora	EUUNIF	AFLP	10	Tree	mammals	ma	n	large bees	lbe	wide	mixed	3	132.0	33.0	NA	NA	0.040	NA	91.400	NA	NA	0.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
404	26	Myrtaceae	Myrcia splendens	MYSPLE	ISSR	1	Tree	birds	bi	n	large bees	lbe	wide	sdtf	9	272.0	30.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0068	0.0360	NA	NA	NA	NA	NA	NA
186	210	Myrtaceae	Myrciaria floribunda	MYFLOR	isoz	5	Tree	birds	bi	n	large bees	lbe	wide	rainforest	5	195.0	39.0	NA	NA	0.100	2.000	83.330	1.630	0.320	0.350	0.062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
269	318	Orchidaceae	Epidendrum denticulatum 	EPDENT	ssrnuc	15	Epiphyte	wind	wi	n	butterfly	but	wide	rainforest	13	258.0	19.8	NA	NA	0.170	NA	NA	NA	NA	NA	0.107	NA	NA	0.8570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
270	318	Orchidaceae	Epidendrum denticulatum 	EPDENT	ssrcp	15	Epiphyte	wind	wi	n	butterfly	but	wide	rainforest	13	258.0	19.8	0.36400	NA	0.570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
271	318	Orchidaceae	Epidendrum denticulatum 	EPDENT	SNP	15	Epiphyte	wind	wi	n	butterfly	but	wide	rainforest	13	258.0	19.8	NA	NA	0.750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
272	260	Orchidaceae	Epidendrum fulgens	EPFULG	ssrnuc	11	Epiphyte	wind	wi	n	butterfly	but	wide	rainforest	8	176.0	25.1	NA	NA	0.240	15.330	NA	6.290	0.640	0.676	0.050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
273	260	Orchidaceae	Epidendrum fulgens	EPFULG	ssrcp	11	Epiphyte	wind	wi	n	butterfly	but	wide	rainforest	8	176.0	25.1	0.01680	NA	NA	15.330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
274	271	Orchidaceae	Epidendrum fulgens	EPFULG	ssrnuc	13	Epiphyte	wind	wi	n	butterfly	but	restric	rainforest	16	424.0	26.5	NA	NA	0.100	NA	NA	5.800	0.621	0.678	0.086	NA	NA	0.7042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
275	271	Orchidaceae	Epidendrum fulgens	EPFULG	ssrcp	13	Epiphyte	wind	wi	n	butterfly	but	restric	rainforest	16	424.0	26.5	0.16500	NA	0.610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
276	261	Orchidaceae	Epidendrum puniceoluteum	EPPUNI	ssrnuc	8	Epiphyte	wind	wi	n	butterfly	but	restric	rainforest	8	92.0	15.3	NA	NA	0.260	7.780	NA	2.340	0.290	0.331	0.065	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
277	261	Orchidaceae	Epidendrum puniceoluteum	EPPUNI	ssrcp	8	Epiphyte	wind	wi	n	butterfly	but	restric	rainforest	8	92.0	15.3	0.04000	NA	NA	7.780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
279	261	Orchidaceae	Híbrido: Epidendrum fulgens X Epidendrum puniceoluteum	NA	ssrnuc	9	Epiphyte	wind	wi	n	butterflies	but	restric	rainforest	8	195.0	32.5	NA	NA	0.140	14.220	NA	8.010	0.624	0.635	0.017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
280	261	Orchidaceae	Híbrido: Epidendrum fulgens X Epidendrum puniceoluteum	NA	ssrcp	5	Epiphyte	wind	wi	n	butterflies	but	restric	rainforest	8	195.0	32.5	NA	NA	NA	14.220	NA	NA	NA	0.635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	184	Orchidaceae	Laelia rubescens	LARUBE	cRFLP	13	Epiphyte	wind	wi	n	birds	bi	restric	sdtf	13	50.0	3.8	0.54200	NA	NA	NA	NA	NA	NA	0.741	NA	NA	NA	0.0620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
175	184	Orchidaceae	Laelia rubescens	LARUBE	isoz	13	Epiphyte	wind	wi	n	birds	bi	restric	sdtf	13	50.0	3.8	0.09100	NA	0.250	2.550	73.000	NA	0.140	0.174	0.087	NA	NA	0.2150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
399	215	Orchidaceae	Laelia rubescens	LARUBE	isoz	7	Epiphyte	wind	wi	n	birds	bi	restric	sdtf	3	486.0	162.0	NA	NA	0.020	2.130	83.300	1.410	0.199	0.199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1080	NA	NA	NA	NA	NA	NA
NA	180	Orchidaceae	Laelia rubescens	LARUBE	isoz	10	Epiphyte	wind	wi	n	birds	bi	restric	sdtf	4	NA	NA	NA	NA	0.420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	399.0	NA	NA	NA	NA	NA
199	151	Orchidaceae	Phragmipedium longifolium	PHLONG	AFLP	6	Epiphyte	wind	wi	n	large bees	lbe	wide	wetlands	6	160.0	22.7	NA	NA	0.200	NA	51.500	NA	NA	0.171	NA	0.2519	NA	0.3781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
41	168	Papaveraceae	Hunnemannia fumariifolia	HUFUMA	chlorop	3	Herb	wind	wi	n	large bees	lbe	restric	steppe	17	85.0	5.0	0.09530	NA	0.910	NA	NA	NA	NA	NA	NA	NA	NA	0.5110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	35	Passifloraceae	Passiflora actinia	PAACTI	nucl	3	Creeper	mammals	ma	n	bat	bat	wide	rainforest	26	32.0	1.2	NA	0.00600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72	35	Passifloraceae	Passiflora actinia	PAACTI	chlorop	3	Creeper	mammals	ma	n	bat	bat	wide	rainforest	26	32.0	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	35	Passifloraceae	Passiflora elegans 	PAELEG	nucl	3	Creeper	mammals	ma	n	bat	bat	restric	rainforest	17	23.0	1.4	NA	0.00200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	35	Passifloraceae	Passiflora elegans 	PAELEG	chlorop	3	Creeper	mammals	ma	n	bat	bat	restric	rainforest	17	23.0	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	88	Pellicieraceae	Pelliciera  rhizophorae	PERHIZ	AFLP	NA	Tree	hidrochory 	hi	n	birds	bi	restric	Mangroves	6	57.0	9.5	NA	NA	0.030	NA	69.000	NA	NA	0.211	NA	NA	NA	-0.1500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
209	307	Piperaceae	Pothomorphe umbellata	POUMBE	RAPD	5	Herb	mammals	ma	n	small bees	sbe	wide	sdtf	5	50.0	10.0	NA	NA	0.350	5.200	96.150	1.571	NA	0.340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
38	186	Poaceae	Hordeum comosum	HOCOMO	chlorop	1	Herb	wind	wi	n	wind	wi	restric	steppe	184	472.0	2.6	0.71000	NA	0.130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
39	186	Poaceae	Hordeum patagonicum	HOPATA	chlorop	1	Herb	wind	wi	n	wind	wi	restric	steppe	184	164.0	1.2	0.90000	NA	0.230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	186	Poaceae	Hordeum pubiflorum	HOPUBI	chlorop	1	Herb	wind	wi	n	wind	wi	restric	Grasslands	184	286.0	1.6	0.85000	NA	0.230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
176	165	Poaceae	Lolium multiflorum	LOMULT	RAPD	6	Herb	wind	wi	n	wind	wi	restric	sdtf	4	375.0	93.8	NA	NA	0.020	NA	89.020	NA	NA	0.700	NA	NA	0.7100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
236	197	Poaceae	Trachypogon plumosus	TRPLUM	isoz	10	Herb	wind	wi	n	wind	wi	wide	savanna	9	360.0	40.0	NA	NA	0.280	NA	NA	NA	NA	NA	NA	0.2703	NA	0.3500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28	265	Proteaceae	Embothrium coccineum	EMCOCC	chlorop	2	Tree	wind	wi	n	birds	bi	restric	temprainforest	34	90.0	5.0	0.90500	0.00057	0.590	NA	NA	NA	NA	NA	NA	NA	NA	-0.2241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
268	254	Proteaceae	Embothrium coccineum 	EMCOCC	isoz	16	Tree	wind	wi	n	birds	bi	restric	steppe	34	934.0	27.5	NA	NA	0.200	1.840	51.500	1.340	0.093	0.220	NA	NA	NA	0.2030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
295	266	Rhizophoraceae	Rhizophora harrisonii	RHHARRI	chlorop	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	3	56.0	18.3	0.69500	0.00500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
296	266	Rhizophoraceae	Rhizophora harrisonii	RHHARRI	FMR	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	3	56.0	18.3	0.86700	0.01300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
297	266	Rhizophoraceae	Rhizophora harrisonii	RHHARRI	ssrnuc	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	3	56.0	18.3	NA	NA	0.450	13.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
298	266	Rhizophoraceae	Rhizophora mangle	RHMANG	chlorop	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	9	119.0	13.2	0.69500	0.00500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
299	266	Rhizophoraceae	Rhizophora mangle	RHMANG	FMR	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	9	119.0	13.2	0.86700	0.01300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
300	266	Rhizophoraceae	Rhizophora mangle	RHMANG	ssrnuc	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	9	119.0	13.2	NA	NA	0.480	13.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
301	266	Rhizophoraceae	Rhizophora racemosa	RHRACE	chlorop	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	5	73.0	14.6	0.69500	0.00500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
302	266	Rhizophoraceae	Rhizophora racemosa	RHRACE	FMR	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	5	73.0	14.6	0.86700	0.01300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
303	266	Rhizophoraceae	Rhizophora racemosa	RHRACE	ssrnuc	10	Tree	hidrochory 	hi	n	large bees	lbe	wide	Mangrooves	5	73.0	14.6	NA	NA	0.350	13.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
138	255	Rubiaceae	Calycophyllum spruceanum	CASPRU	AFLP	65	Tree	hidrochory 	hi	n	moth	moth	wide	rainforest	9	89.0	9.8	NA	NA	0.120	NA	NA	NA	NA	0.284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
14	241	Rubiaceae	Carapichea ipecacuanha	CAIPEC	nucl	1	Tree	birds	bi	n	small bees	sbe	wide	sdtf	22	77.0	3.5	NA	0.01560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	263	Rubiaceae	Carapichea ipecacuanha	CAIPEC	nucl	2	Shrub	birds	bi	n	small bees	sbe	wide	sdtf	30	120.0	4.0	0.80100	0.01033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	263	Rubiaceae	Carapichea ipecacuanha	CAIPEC	chlorop	2	Shrub	birds	bi	n	small bees	sbe	wide	sdtf	30	46.0	1.5	0.61700	0.00107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	146	Rubiaceae	Palicourea coriacea	PACORI	RAPD	10	Shrub	birds	bi	n	birds	bi	wide	savanna	9	168.0	18.7	NA	NA	0.230	NA	NA	NA	NA	0.296	0.980	0.5650	NA	0.1550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71	118	Rubiaceae	Palicourea padifolia	PAPADI	chlorop	2	Shrub	birds	bi	n	birds	bi	wide	rainforest	22	122.0	5.5	0.45300	0.00046	0.780	NA	NA	NA	NA	NA	NA	NA	NA	0.6400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
218	244	Rubiaceae	Psychotria ipecacuanha	PSIPEC	ISSR	14	Shrub	birds	bi	n	large bees	lbe	wide	sdtf	11	166.0	15.1	NA	NA	0.680	NA	97.400	NA	NA	0.355	0.751	0.5100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
73	122	Rubiaceae	Psychotria officinalis	PSOFFI	isoz	11	Shrub	birds	bi	n	large bees	lbe	wide	sdtf	1	44.0	44.0	NA	NA	NA	1.790	57.100	NA	NA	0.188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
409	202	Rubiaceae	Psychotria officinalis	PSOFFI	isoz	8	Shrub	birds	bi	n	large bees	lbe	wide	sdtf	5	254.0	50.8	NA	NA	0.100	1.750	51.440	NA	0.177	0.184	0.055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
74	122	Rubiaceae	Psychotria suerrensis	PSSUER	isoz	11	Shrub	birds	bi	n	large bees	lbe	wide	sdtf	1	48.0	48.0	NA	NA	NA	1.670	33.300	NA	NA	0.141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24	181	Sapotaceae	Chrysophyllum cainito	CHCAIN	nucl	4	Tree	mammals	ma	mi	small bees	sbe	wide	mixed	58	81.0	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
24	181	Sapotaceae	Chrysophyllum cainito	CHCAIN	chlorop	4	Tree	mammals	ma	mi	small bees	sbe	wide	mixed	58	81.0	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
