id	idpaper	fam	sp	spcode	marker	nloci	lifeform	dispersal	dispcode 	anacron	pollinator	pollicode	distgeo	habitat	npop	nind	meanIndiPop	diverhaplot	divernucleot	FST	AllelesLocus	Porcpoliloci 	AllelicRichness	Ho	He	FIS 	shannon_Hpop	Shanno_Hsp	mantel	coalesc_param	fp	fm	phi_FT	tm	ts	tm-ts	rp	rs	nb	Sp	Fij	distpollen	distgeneflow	Nep	Moranspatialfirstclass	bslope	rt
428	28	Fabaceae	Vouacapoua americana	VOAMER	ssrnuc	8	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	7	282.0	40.3	NA	NA	0.110	4.080	NA	NA	0.480	0.484	0.330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0355	NA
NA	43	Gomortegaceae	Gomortega keule	GOKEUL	ssrnuc	6	Tree	mammals	ma	mi	small bees	sbe	restric	sdtf	26	547.0	21.0	NA	NA	0.080	NA	NA	NA	NA	NA	0.070	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	509.0	NA	NA	NA	NA	NA
395	288	Heliconiaceae	Heliconia metallica	HEMETA	AFLP	6	Herb	mixed	mix	n	birds	bi	wide	rainforest	21	625.0	29.8	NA	NA	0.060	NA	NA	NA	NA	NA	NA	NA	NA	0.0350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	51	Lauraceae	Aniba rosaeodora	ANROSA	RAPD	9	Tree	birds	bi	n	small bees	sbe	restric	rainforest	1	94.0	94.0	NA	NA	NA	NA	77.500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	129	Lauraceae	Cryptocarya aschersoniana	CRASCH	isoz	19	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	12	267.0	22.3	NA	NA	0.340	NA	NA	NA	0.324	0.552	0.112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	128	Lauraceae	Cryptocarya moschata	CRMOSC	isoz	19	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	11	335.0	30.5	NA	NA	0.290	2.970	100.000	2.280	0.344	0.531	0.352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
152	223	Lauraceae	Cryptocarya moschata	CRMOSC	isoz	6	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	4	214.0	53.5	NA	NA	0.110	NA	NA	NA	NA	NA	-0.021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
385	27	Lauraceae	Cryptocarya moschata	CRMOSC	isoz	6	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	1	141.0	141.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	130	Lauraceae	Cryptocarya moschata	CRMOSC	isoz	16	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	1	123.0	123.0	NA	NA	NA	NA	NA	NA	NA	NA	0.326	NA	NA	NA	NA	NA	-0.2660	NA	0.8920	0.6860	0.2060	0.9900	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6410
406	30	Lauraceae	Ocotea catharinensis	OCCATH	isoz	18	Tree	mixed	mix	n	large bees	lbe	restric	rainforest	4	188.0	47.0	NA	NA	0.120	2.200	83.300	NA	0.384	0.427	0.133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
410	216	Lauraceae	Sextonia rubra	SERUBR	ssrnuc	2	Tree	birds	bi	n	small bees	sbe	wide	rainforest	2	193.0	96.5	NA	NA	NA	NA	NA	NA	NA	NA	0.094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	344.0000	0.0075	0.0075	743.0	NA	NA	NA	NA	NA
410	216	Lauraceae	Sextonia rubra	SERUBR	RAPD	2	Tree	birds	bi	n	small bees	sbe	wide	rainforest	2	193.0	96.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0050	0.0050	NA	NA	NA	NA	NA	NA
NA	74	Lauraceae	Sextonia rubra	SERUBR	ssrnuc	4	Tree	birds	bi	n	small bees	sbe	wide	rainforest	1	234.0	234.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0640	0.9450	0.9410	0.0040	0.0960	NA	NA	NA	NA	350.0	NA	NA	NA	NA	NA
NA	227	Lecythidaceae	Bertholletia excelsa	BEEXCE	isoz	10	Tree	mammals	ma	md	large bees	lbe	wide	rainforest	2	485.0	242.5	NA	NA	NA	NA	NA	NA	NA	0.190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	98	Lecythidaceae	Eschweilera ovata	ESOVAT	isoz	13	Tree	mammals	ma	md	large bees	lbe	wide	rainforest	2	395.0	197.5	NA	NA	NA	NA	NA	NA	NA	NA	0.066	NA	NA	NA	NA	NA	0.1125	NA	0.9920	0.9220	0.0700	0.5000	NA	NA	NA	NA	NA	NA	2.0500	NA	NA	NA
NA	219	Malvaceae	Cavanillesia platanifolia	CAPLAT	isoz	6	Tree	wind	wi	n	bat	bat	wide	sdtf	1	88.0	1.0	NA	NA	NA	NA	25.100	NA	NA	0.123	NA	NA	NA	NA	NA	NA	NA	NA	0.4600	0.4800	-0.0200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	222	Malvaceae	Cavanillesia platanifolia	CAPLAT	isoz	4	Tree	wind	wi	n	bat	bat	wide	sdtf	2	503.0	1006.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4470	0.4360	0.0100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
329	313	Malvaceae	Ceiba aesculifolia 	CEAESC	isoz	5	Tree	wind	wi	n	bat	bat	restric	sdtf	5	3876.0	775.2	NA	NA	0.220	NA	NA	NA	NA	0.403	NA	NA	NA	NA	NA	NA	NA	NA	1.0000	NA	NA	NA	NA	NA	NA	NA	248.0	NA	2.5600	NA	NA	NA
22	48	Malvaceae	Ceiba pentandra	CEPENT	nucl	2	Tree	wind	wi	n	bat	bat	wide	sdtf	20	50.0	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
22	48	Malvaceae	Ceiba pentandra	CEPENT	chlorop	2	Tree	wind	wi	n	bat	bat	wide	sdtf	20	50.0	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
31	235	Malvaceae	Gossypium aridum	GOARID	cAFLP	4	Shrub	wind	wi	n	birds	bi	restric	sdtf	24	66.0	2.8	NA	NA	0.900	NA	73.900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
32	235	Malvaceae	Gossypium davidsonii	GODAVI	cAFLP	4	Shrub	wind	wi	n	birds	bi	restric	sdtf	10	36.0	3.6	NA	NA	0.900	NA	48.200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
33	285	Malvaceae	Gossypium hirsutum	GOHIRS	ssrcp	2	Tree	wind	wi	n	birds	bi	restric	mixed	36	336.0	9.3	NA	NA	NA	NA	NA	NA	NA	0.894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
34	235	Malvaceae	Gossypium klotzschianum	GOKLOT	cAFLP	4	Shrub	wind	wi	n	birds	bi	restric	sdtf	4	9.0	2.3	NA	NA	0.900	NA	27.600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
35	235	Malvaceae	Gossypium laxum	GOLAXU	cAFLP	4	Shrub	wind	wi	n	birds	bi	restric	sdtf	7	22.0	3.1	NA	NA	0.900	NA	80.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
36	235	Malvaceae	Gossypium lobatum	GOLOBA	cAFLP	4	Shrub	wind	wi	n	birds	bi	restric	sdtf	2	6.0	3.0	NA	NA	0.900	NA	23.900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
37	235	Malvaceae	Gossypium schwendimanii	GOSCHW	cAFLP	4	Shrub	wind	wi	n	birds	bi	restric	sdtf	2	3.0	1.5	NA	NA	0.900	NA	50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	100	Malvaceae	Helicteres brevispira	HEBREV	isoz	6	Shrub	wind	wi	n	hummingbirds	bi	wide	sdtf	1	41.0	41.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5725	0.5520	0.0200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	107	Malvaceae	Helicteres sacarolha	HESACA	isoz	8	Shrub	wind	wi	n	hummingbirds	bi	wide	savanna	1	271.0	271.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4750	0.4400	NA	0.4550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
285	309	Malvaceae	Luehea seemannii	LUSEEM	ssrnuc	6	Tree	wind	wi	n	large bees	lbe	restric	sdtf	13	381.0	29.6	NA	NA	0.080	5.538	NA	2.748	0.576	0.583	0.012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	219	Malvaceae	Quararibea asterolepis	QUASTE	isoz	5	Tree	mammals	ma	n	moth	moth	restric	sdtf	1	924.0	924.0	NA	NA	NA	NA	56.700	NA	NA	0.310	NA	NA	NA	NA	NA	NA	NA	NA	1.0080	0.9700	0.0380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
234	298	Malvaceae	Theobroma grandiflorum 	THGRAN	ssrnuc	21	Tree	mammals	ma	md	large bees	lbe	wide	rainforest	7	216.0	30.9	NA	NA	0.300	5.380	NA	NA	0.343	0.614	0.192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
70	122	Melastomataceae	Henriettea tuberculosa	HETUBE	isoz	10	Tree	birds	bi	n	large bees	lbe	restric	rainforest	1	60.0	60.0	NA	NA	NA	1.330	25.000	NA	NA	0.073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	33	Melastomataceae	Tibouchina papyrus	TIPAPY	ssrnuc	8	Tree	autochory	au	n	large bees	lbe	restric	rockysavanna	3	96.0	32.0	NA	NA	0.710	NA	NA	1.800	0.273	0.338	0.127	NA	NA	NA	1505.0000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
111	33	Melastomataceae	Tibouchina papyrus	TIPAPY	chlorop	3	Tree	autochory	au	n	large bees	lbe	restric	rockysavanna	3	96.0	32.0	NA	0.00290	0.680	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
235	136	Melastomataceae	Tibouchina papyrus	TIPAPY	RAPD	6	Tree	autochory	au	n	large bees	lbe	restric	rockysavanna	6	327.0	54.5	NA	NA	0.340	NA	89.000	NA	NA	0.270	NA	NA	NA	0.7150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	Melastomataceae	Tibouchina papyrus	TIPAPY	ssrnuc	8	Tree	autochory	au	n	large bees	lbe	restric	rockysavanna	1	96.0	96.0	NA	NA	NA	2.000	NA	NA	0.345	0.295	-0.168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	118.0500	0.0085	0.0320	NA	NA	NA	NA	-0.0088	NA
139	283	Meliaceae	Carapa guianensis	CAGUIA	ssrnuc	3	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	3	170.0	56.7	NA	NA	0.060	8.160	NA	4.180	0.666	0.644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
255	294	Meliaceae	Carapa guianensis	CAGUIA	chlorop	14	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	20	155.0	7.8	0.29000	NA	0.650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
256	294	Meliaceae	Carapa guianensis	CAGUIA	ssrnuc	14	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	20	155.0	7.8	NA	NA	0.360	13.570	NA	NA	NA	0.800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
257	294	Meliaceae	Carapa guianensis	CAGUIA	ssrcp	14	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	20	155.0	7.8	NA	NA	0.840	4.570	NA	NA	NA	0.770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
419	121	Meliaceae	Carapa guianensis	CAGUIA	ssrnuc	6	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	1	1241.0	1241.0	NA	NA	NA	9.320	NA	7.800	0.670	0.705	0.029	NA	NA	NA	NA	0.0790	NA	0.0490	0.9330	0.9115	0.2150	0.0520	NA	161.0000	NA	0.0187	238.0	NA	11.3000	NA	-0.0084	NA
NA	74	Meliaceae	Carapa guianensis	CAGUIA	ssrnuc	4	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	1	374.0	374.0	NA	NA	NA	NA	NA	NA	NA	NA	0.029	NA	NA	NA	NA	NA	NA	0.0530	0.9180	0.9020	0.0150	0.0890	NA	NA	0.0045	NA	70.0	NA	NA	NA	NA	NA
328	225	Meliaceae	Carapa guianensis 	CAGUIA	isoz	6	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	9	699.0	77.7	NA	NA	0.050	NA	35.000	1.180	NA	0.120	NA	NA	NA	NA	NA	NA	NA	NA	0.9760	0.9660	0.0100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
379	216	Meliaceae	Carapa procera	CAPROC	isoz	2	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	1	98.0	98.0	NA	NA	NA	NA	NA	NA	NA	NA	0.143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.0000	0.0010	-0.0020	182.0	21.0	NA	NA	NA	NA
379	216	Meliaceae	Carapa procera	CAPROC	RAPD	2	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	1	98.0	98.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0280	0.0760	NA	122.0	NA	NA	NA	NA
380	47	Meliaceae	Carapa procera	CAPROC	isoz	9	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	16	710.0	44.4	NA	NA	NA	1.750	67.000	1.300	0.170	0.170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
258	294	Meliaceae	Carapa surinamensis	CASURI	chlorop	14	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	25	118.0	4.7	0.56000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
259	294	Meliaceae	Carapa surinamensis	CASURI	ssrnuc	14	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	25	118.0	4.7	NA	NA	0.360	13.570	NA	NA	NA	0.520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
260	294	Meliaceae	Carapa surinamensis	CASURI	ssrcp	14	Tree	mammals	ma	n	small bees	sbe	wide	rainforest	25	118.0	4.7	NA	NA	NA	4.570	NA	NA	NA	0.740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18	81	Meliaceae	Cedrela fissilis	CEFISS	nucl	4	Tree	wind	wi	n	small bees	sbe	wide	sdtf	56	169.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
18	81	Meliaceae	Cedrela fissilis	CEFISS	chlorop	4	Tree	wind	wi	n	small bees	sbe	wide	sdtf	56	169.0	3.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	5	Meliaceae	Cedrela odorata	CEODOR	cAFLP	4	Tree	wind	wi	n	small bees	sbe	wide	sdtf	10	200.0	20.0	NA	NA	0.890	NA	93.800	NA	NA	0.340	NA	NA	NA	0.3500	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
19	5	Meliaceae	Cedrela odorata	CEODOR	cRFLP	4	Tree	wind	wi	n	small bees	sbe	wide	sdtf	10	200.0	20.0	NA	NA	0.980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	6	Meliaceae	Cedrela odorata	CEODOR	cRAPD	6	Tree	wind	wi	n	small bees	sbe	wide	sdtf	29	580.0	20.0	0.70000	NA	0.960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	305	Meliaceae	Cedrela odorata	CEODOR	chlorop	7	Tree	wind	wi	n	small bees	sbe	wide	sdtf	72	528.0	7.3	NA	NA	0.720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	305	Meliaceae	Cedrela odorata	CEODOR	ssrnuc	7	Tree	wind	wi	n	small bees	sbe	wide	sdtf	72	528.0	7.3	NA	NA	0.190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
21	305	Meliaceae	Cedrela odorata	CEODOR	ssrcp	7	Tree	wind	wi	n	small bees	sbe	wide	sdtf	72	528.0	7.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
142	251	Meliaceae	Cedrela odorata	CEODOR	RAPD	14	Tree	wind	wi	n	small bees	sbe	wide	sdtf	10	68.0	6.8	NA	NA	0.000	NA	NA	NA	NA	NA	NA	1.4600	3.0770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
265	9	Meliaceae	Cedrela odorata	CEODOR	cAFLP	4	Tree	wind	wi	n	small bees	sbe	wide	sdtf	29	580.0	20.0	NA	NA	0.960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
266	9	Meliaceae	Cedrela odorata	CEODOR	cRFLP	4	Tree	wind	wi	n	small bees	sbe	wide	sdtf	29	580.0	20.0	NA	NA	0.960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
228	60	Meliaceae	Swietenia humilis	SWHUMI	ssrnuc	10	Tree	wind	wi	n	small bees	sbe	wide	rainforest	4	170.0	42.5	NA	NA	0.030	11.200	97.500	3.305	0.482	0.548	0.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	19	Meliaceae	Swietenia humilis	SWHUMI	ssrnuc	7	Tree	wind	wi	n	small bees	sbe	wide	rainforest	6	115.0	NA	NA	NA	NA	8.817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2000	NA	NA	NA	NA	NA	NA	NA	NA	300.0	NA	2.7400	NA	NA	NA
NA	67	Meliaceae	Swietenia humilis	SWHUMI	ssrnuc	4	Tree	wind	wi	n	small bees	sbe	wide	rainforest	1	171.0	171.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
109	117	Meliaceae	Swietenia macrophylla	SWMACRO	ssrcp	10	Tree	wind	wi	n	small bees	sbe	wide	sdtf	16	245.0	15.3	NA	NA	0.630	8.430	NA	NA	NA	0.407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
229	144	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	7	Tree	wind	wi	n	small bees	sbe	wide	sdtf	8	287.0	35.9	NA	NA	0.180	13.000	NA	NA	0.559	0.657	0.149	NA	NA	0.7899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
230	190	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	8	Tree	wind	wi	n	small bees	sbe	wide	sdtf	7	194.0	27.7	NA	NA	0.150	9.500	NA	NA	0.750	0.781	0.038	NA	NA	0.6170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
231	287	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	5	Tree	wind	wi	n	small bees	sbe	wide	sdtf	5	100.0	20.0	NA	NA	0.060	3.360	NA	2.320	0.508	0.518	0.016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
425	142	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	5	Tree	wind	wi	n	small bees	sbe	wide	sdtf	3	147.0	49.0	NA	NA	0.240	NA	NA	NA	0.335	0.447	0.240	0.2230	0.1472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8020	NA	NA
425	142	Meliaceae	Swietenia macrophylla	SWMACRO	AFLP	5	Tree	wind	wi	n	small bees	sbe	wide	sdtf	3	147.0	49.0	NA	NA	0.380	NA	50.200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	41	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	8	Tree	wind	wi	n	small bees	sbe	wide	sdtf	1	420.0	420.0	NA	NA	NA	14.200	NA	NA	0.723	0.790	0.085	NA	NA	NA	NA	NA	NA	NA	0.9380	0.8210	0.1170	0.4290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	110	Meliaceae	Swietenia macrophylla	SWMACRO	ssrnuc	7	Tree	wind	wi	n	small bees	sbe	wide	sdtf	16	682.0	42.6	NA	NA	NA	NA	NA	NA	NA	0.675	0.018	NA	NA	NA	NA	NA	NA	NA	0.9920	NA	0.2080	0.2780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
418	295	Moraceae	Bagassa guianensis	BAGUIA	ssrnuc	6	Tree	mammals	ma	md	small bees	sbe	wide	rainforest	1	592.0	592.0	NA	NA	NA	5.910	NA	2.660	0.651	0.625	-0.047	NA	NA	NA	NA	0.0220	NA	0.0810	0.9850	0.9330	0.0520	0.1930	NA	NA	NA	0.0625	NA	NA	5.1800	NA	NA	NA
9	303	Moraceae	Brosimum alicastrum	BRALIC	chlorop	2	Tree	mammals	ma	n	small bees	sbe	wide	sdtf	32	210.0	6.6	NA	0.00432	0.550	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
252	111	Moraceae	Brosimum alicastrum	BRALIC	AFLP	115	Tree	mammals	ma	n	small bees	sbe	wide	sdtf	29	528.0	18.2	NA	NA	0.440	NA	36.000	NA	NA	NA	NA	0.1400	NA	0.4140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	Moraceae	Ficus  perforata	FIPERF	isoz	NA	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	22.5	22.5	NA	NA	NA	NA	NA	NA	NA	0.227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	217	Moraceae	Ficus  pertusa	FIPERT	isoz	NA	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	18.0	18.0	NA	NA	NA	NA	NA	NA	NA	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	212	Moraceae	Ficus arpazusa	FIARPA	isoz	10	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	243.0	243.0	NA	NA	NA	NA	NA	NA	0.505	0.439	-0.138	NA	NA	NA	NA	0.0680	-0.1780	NA	1.2000	1.1770	0.0226	0.1380	NA	NA	NA	NA	NA	NA	7.3600	NA	NA	0.0063
NA	199	Moraceae	Ficus citrifolia	FICITRI	isoz	22	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	72.0	72.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5000	NA	NA	NA
NA	217	Moraceae	Ficus citrifolia	FICITRI	isoz	NA	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	1	72.0	72.0	NA	NA	NA	NA	NA	NA	NA	0.258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	220	Moraceae	Ficus citrifolia	FICITRI	isoz	16	Tree	mammals	ma	n	wasps	wasp	wide	rainforest	6	100.0	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
